Date, Time,Minimum_Air_Temp,Current_Air_Temp,Maximum_Air_Temp,Precipitation,Relative_Humidity_Minimum,Relative_Humidity_Maximum,Barometric_Pressure_Minimum,Barometric_Pressure_Maximum
1987-10-25,09:32:00,16.5,19,22,0,77,100,-99.9,-99.9
1987-10-26,09:37:00,13.2,15.5,19.6,0,72,100,-99.9,-99.9
1987-10-27,09:38:00,15,17,19.5,16.6,100,100,-99.9,-99.9
1987-10-28,10:10:00,11,15,18,0,53,100,-99.9,-99.9
1987-10-29,09:39:00,4.5,15.5,18,0,48,100,-99.9,-99.9
1987-10-30,09:53:00,4.5,18.5,18.5,0,52,100,-99.9,-99.9
1987-10-31,10:03:00,8,19,20,0,60,100,-99.9,-99.9
1987-11-01,09:40:00,13.5,19.5,23,0,67,98,-99.9,-99.9
1987-11-02,09:32:00,13.5,18.5,22,0,61,100,-99.9,-99.9
1987-11-03,09:46:00,7,20.5,23,0,90,100,-99.9,-99.9
1987-11-04,09:37:00,8.5,21,22.5,0,93,100,-99.9,-99.9
1987-11-05,09:46:00,18.5,22.5,23,13.6,51,100,-99.9,-99.9
1987-11-06,09:34:00,8,12.5,27,0,34,87,-99.9,-99.9
1987-11-07,10:05:00,1,16,17,0,49,100,-99.9,-99.9
1987-11-08,09:40:00,7.5,19,19,0,76,100,-99.9,-99.9
1987-11-09,09:30:00,11.7,21,21,0,-99.9,-99.9,-99.9,-99.9
1987-11-10,11:09:00,18,23,23.5,32.8,-99.9,-99.9,-99.9,-99.9
1987-11-11,09:47:00,5,5.5,25,0.2,87,100,-99.9,-99.9
1987-11-12,09:54:00,-0.5,9,9,0,47,98,-99.9,-99.9
1987-11-13,09:50:00,2,14,15.5,0,37,100,-99.9,-99.9
1987-11-14,10:08:00,6,18.5,21,0,46,100,-99.9,-99.9
1987-11-15,09:12:00,8.5,19,22.5,0,75,100,-99.9,-99.9
1987-11-16,09:39:00,16.2,19,19.5,0,90,98,-99.9,-99.9
1987-11-17,09:38:00,18,22.5,23,1,83,99,-99.9,-99.9
1987-11-18,09:41:00,16,17,25,6.4,71,99,-99.9,-99.9
1987-11-19,09:58:00,9.5,15.5,21.5,0.4,79,99,-99.9,-99.9
1987-11-20,09:46:00,8,12,16.5,0,48,98,-99.9,-99.9
1987-11-21,09:52:00,-1,5,16,0,-99.9,-99.9,-99.9,-99.9
1987-11-22,10:14:00,-1.5,7,10.5,0,-99.9,-99.9,-99.9,-99.9
1987-11-23,09:35:00,0,15.8,15,0,65,100,-99.9,-99.9
1987-11-24,09:45:00,6.4,18.8,18.5,0,75,100,-99.9,-99.9
1987-11-25,09:50:00,4.5,18,20,0,89,100,-99.9,-99.9
1987-11-26,09:56:00,7,21.5,21.5,2.4,86,100,-99.9,-99.9
1987-11-27,09:50:00,17.5,19,22,2.4,-99.9,-99.9,-99.9,-99.9
1987-11-28,09:59:00,14.5,16,18.5,50.4,-99.9,-99.9,-99.9,-99.9
1987-11-29,10:20:00,13,14.5,19.5,26.4,-99.9,-99.9,-99.9,-99.9
1987-11-30,09:24:00,9,11,15.8,0.4,79,100,-99.9,-99.9
1987-12-01,09:38:00,4,7.5,14,0,-99.9,-99.9,-99.9,-99.9
1987-12-02,09:46:00,3,8.5,12,0,-99.9,-99.9,-99.9,-99.9
1987-12-03,10:09:00,0,10.5,13,0,-99.9,-99.9,-99.9,-99.9
1987-12-04,09:38:00,10,14,15.5,0,-99.9,-99.9,-99.9,-99.9
1987-12-05,09:47:00,-1.5,6,15.5,0,-99.9,-99.9,-99.9,-99.9
1987-12-06,10:05:00,-1.5,7.5,10,0,-99.9,-99.9,-99.9,-99.9
1987-12-07,09:37:00,1,10.4,11,0,-99.9,-99.9,-99.9,-99.9
1987-12-08,10:03:00,9,12,12.5,0,-99.9,-99.9,-99.9,-99.9
1987-12-09,09:46:00,11.5,18.5,18.5,0.1,-99.9,-99.9,-99.9,-99.9
1987-12-10,09:38:00,11.5,20.5,20.5,0,-99.9,-99.9,-99.9,-99.9
1987-12-11,09:37:00,7.3,12.3,22.5,0.6,-99.9,-99.9,-99.9,-99.9
1987-12-12,10:22:00,8,15.5,15.5,0,57,100,-99.9,-99.9
1987-12-13,10:10:00,3.5,12.5,20,0,56,100,-99.9,-99.9
1987-12-14,09:33:00,3.5,15,14.8,0,80,100,-99.9,-99.9
1987-12-15,09:42:00,14,21.5,21,1.2,60,100,-99.9,-99.9
1987-12-16,09:50:00,5,6.5,22,8,54,84,-99.9,-99.9
1987-12-17,09:37:00,0,5.5,11,0,50,100,-99.9,-99.9
1987-12-18,09:33:00,-2,3,10,0,68,100,-99.9,-99.9
1987-12-19,10:15:00,-2.5,11.5,18,0,77,100,-99.9,-99.9
1987-12-20,10:00:00,9.5,20,20,0,84,100,-99.9,-99.9
1987-12-21,09:43:00,15.5,18,22,0,93,100,-99.9,-99.9
1987-12-22,09:53:00,12,13.5,19,5,99,100,-99.9,-99.9
1987-12-23,09:50:00,4.5,11.5,16,0.4,67,100,-99.9,-99.9
1987-12-24,10:00:00,5,15,15,0,98,100,-99.9,-99.9
1987-12-25,-999,-99.9,-99.9,-99.9,-99.9,92,100,-99.9,-99.9
1987-12-26,09:39:00,13.5,20,22,0,93,100,-99.9,-99.9
1987-12-27,10:00:00,11,11,23,0.1,100,100,-99.9,-99.9
1987-12-28,09:41:00,10.5,12.5,13,0.2,98,100,-99.9,-99.9
1987-12-29,10:15:00,-1,8,18,0.1,45,88,-99.9,-99.9
1987-12-30,09:53:00,-2,5,19,0,38,97,-99.9,-99.9
1987-12-31,10:00:00,-2.5,12.5,12.5,0,72,72,-99.9,-99.9
1988-01-01,09:46:00,-99.9,18.5,18.5,0,73,73,-99.9,-99.9
1988-01-02,10:20:00,6.5,8,20.5,2.2,89,89,-99.9,-99.9
1988-01-03,10:30:00,2.5,3.5,8.5,16.6,96,96,-99.9,-99.9
1988-01-04,09:45:00,2.5,3.2,4.5,4.8,91,100,-99.9,-99.9
1988-01-05,09:46:00,0.5,3.5,6.5,0.4,48,97,-99.9,-99.9
1988-01-06,09:05:00,-3.5,0.5,6.5,0,47,97,-99.9,-99.9
1988-01-07,09:51:00,-2,-1.5,4,0,48,100,-99.9,-99.9
1988-01-08,10:05:00,-4.4,-2.5,1.5,25.4,97,100,-99.9,-99.9
1988-01-09,10:15:00,-3,1.5,1.5,-99.9,90,98,-99.9,-99.9
1988-01-10,09:30:00,-99.9,1.5,2.5,2.6,74,96,-99.9,-99.9
1988-01-11,10:55:00,-1,0,4,3.2,78,100,-99.9,-99.9
1988-01-12,09:40:00,-2.5,4,4,3.4,47,98,-99.9,-99.9
1988-01-13,09:40:00,-1,11.5,11.5,0,54,100,-99.9,-99.9
1988-01-14,09:44:00,-2.5,0.5,15,0,53,81,-99.9,-99.9
1988-01-15,12:00:00,-5,-1,4,-99.9,57,100,-99.9,-99.9
1988-01-16,10:26:00,-7,2.5,3,-99.9,48,98,-99.9,-99.9
1988-01-17,10:20:00,-2,8.5,8.5,0.1,85,100,-99.9,-99.9
1988-01-18,09:50:00,8.3,13,13.5,5.6,91,94,-99.9,-99.9
1988-01-19,09:40:00,9,10,15,1.8,93,94,-99.9,-99.9
1988-01-20,09:43:00,9,19,19,3.2,87,94,-99.9,-99.9
1988-01-21,09:39:00,13,13,20.5,11,86,94,-99.9,-99.9
1988-01-22,09:35:00,4,7.5,14.5,3.6,59,93,-99.9,-99.9
1988-01-23,10:16:00,-0.5,5.5,13,0,37,92,-99.9,-99.9
1988-01-24,10:10:00,1.5,9,11.5,0,53,92,-99.9,-99.9
1988-01-25,09:46:00,5.5,7,10.5,16.2,78,96,-99.9,-99.9
1988-01-26,09:43:00,1.5,3.5,8,2,36,89,-99.9,-99.9
1988-01-27,10:04:00,-5,0.5,7,0,40,94,-99.9,-99.9
1988-01-28,10:14:00,-6,4.5,4.5,0,33,94,-99.9,-99.9
1988-01-29,09:57:00,-3,10.5,10.5,0,40,95,-99.9,-99.9
1988-01-30,10:06:00,0.3,12.5,13,0,63,94,-99.9,-99.9
1988-01-31,10:45:00,7,17.5,-99.9,0,74,94,-99.9,-99.9
1988-02-01,09:35:00,12,18.7,20,0,92,100,-99.9,-99.9
1988-02-02,09:57:00,13.5,21,21.5,0.4,79,100,-99.9,-99.9
1988-02-03,09:55:00,15,17.5,24.5,1.2,99,100,-99.9,-99.9
1988-02-04,09:37:00,9,16.5,19.7,2,65,100,-99.9,-99.9
1988-02-05,09:43:00,4,5,21,1.2,67,97,-99.9,-99.9
1988-02-06,09:56:00,1.5,1.5,6.5,0,42,100,-99.9,-99.9
1988-02-07,09:35:00,-5.5,-0.5,6,0,57,98,-99.9,-99.9
1988-02-08,09:40:00,-0.1,6.2,6.2,0,64,100,-99.9,-99.9
1988-02-09,09:48:00,3.5,10.5,10.5,2.4,66,100,-99.9,-99.9
1988-02-10,09:36:00,2.5,9,15,0.6,63,100,-99.9,-99.9
1988-02-11,09:50:00,6,7,11.5,0.4,86,100,-99.9,-99.9
1988-02-12,09:47:00,5.5,9,10,0.6,46,100,-99.9,-99.9
1988-02-13,10:40:00,-3,1.5,13,0,48,100,-99.9,-99.9
1988-02-14,09:51:00,-5,7,7,0,71,100,-99.9,-99.9
1988-02-15,09:55:00,3.5,16.5,16.5,0.6,81,100,-99.9,-99.9
1988-02-16,09:50:00,5,8,19,2.4,56,100,-99.9,-99.9
1988-02-17,10:01:00,-1,12,15,0,57,100,-99.9,-99.9
1988-02-18,09:51:00,1.5,9,15.5,0,73,100,-99.9,-99.9
1988-02-19,09:55:00,8.5,11,13.5,22.4,100,100,-99.9,-99.9
1988-02-20,10:10:00,11,13,17.5,11.7,100,100,-99.9,-99.9
1988-02-21,10:20:00,7,8.5,-99.9,10.9,52,100,-99.9,-99.9
1988-02-22,09:35:00,-2.2,10.8,12.3,0.4,39,100,-99.9,-99.9
1988-02-23,09:43:00,6,16,16,0,62,100,-99.9,-99.9
1988-02-24,09:39:00,11,11,20,0,48,100,-99.9,-99.9
1988-02-25,09:44:00,-2,6,17,0,53,100,-99.9,-99.9
1988-02-26,09:45:00,-2,4.5,10,0,50,97,-99.9,-99.9
1988-02-27,09:47:00,3.5,12.5,12,0,49,100,-99.9,-99.9
1988-02-28,10:30:00,4,8.5,22,0,68,100,-99.9,-99.9
1988-02-29,09:30:00,-0.5,13.5,13.5,0.1,65,100,-99.9,-99.9
1988-03-01,09:38:00,3.5,11.5,17,0,62,100,-99.9,-99.9
1988-03-02,09:41:00,1.5,13,14.5,0,50,100,-99.9,-99.9
1988-03-03,09:36:00,6.5,15.5,16.5,2,92,100,-99.9,-99.9
1988-03-04,09:41:00,13.2,17.2,20.5,5.2,90,100,-99.9,-99.9
1988-03-05,10:30:00,12.5,13,20,0.2,82,100,-99.9,-99.9
1988-03-06,09:34:00,6.5,8.5,13,0,74,100,-99.9,-99.9
1988-03-07,09:40:00,4.5,17,17,0,60,100,-99.9,-99.9
1988-03-08,09:45:00,6.5,17.5,19.5,0,67,100,-99.9,-99.9
1988-03-09,09:58:00,14.5,16.5,19.5,7,100,100,-99.9,-99.9
1988-03-10,10:04:00,15.5,18,18.5,23.6,55,100,-99.9,-99.9
1988-03-11,09:43:00,4,10,20,3.9,55,100,-99.9,-99.9
1988-03-12,10:35:00,3.3,14,-99.9,0,87,100,-99.9,-99.9
1988-03-13,10:25:00,3.5,20.5,21.5,0,53,100,-99.9,-99.9
1988-03-14,09:32:00,6,13.5,24,0,48,81,-99.9,-99.9
1988-03-15,09:28:00,-1,3.5,17,0,51,97,-99.9,-99.9
1988-03-16,09:43:00,-2.5,5,9,0,50,100,-99.9,-99.9
1988-03-17,09:40:00,-1.5,7.5,11,0,54,100,-99.9,-99.9
1988-03-18,09:31:00,1.2,11.3,12.5,0,89,100,-99.9,-99.9
1988-03-19,10:41:00,8,8.5,14.5,12.6,78,100,-99.9,-99.9
1988-03-20,10:30:00,3.5,13.5,14,0,46,89,-99.9,-99.9
1988-03-21,-999,-99.9,-99.9,-99.9,-99.9,43,100,-99.9,-99.9
1988-03-22,09:35:00,6,7,26.5,0,79,100,-99.9,-99.9
1988-03-23,09:42:00,6.5,14,14,0,99,100,-99.9,-99.9
1988-03-24,09:40:00,11.5,18.5,20,0,91,100,-99.9,-99.9
1988-03-25,09:52:00,12.5,21,-99.9,0,83,100,-99.9,-99.9
1988-03-26,10:50:00,16.5,22,24,1,94,100,-99.9,-99.9
1988-03-27,10:07:00,9,21,-99.9,0,38,100,-99.9,-99.9
1988-03-28,09:41:00,5,16.5,24.5,0,55,100,-99.9,-99.9
1988-03-29,09:59:00,6.5,18,18.5,0,83,100,-99.9,-99.9
1988-03-30,14:21:00,15.5,21.5,23,0,72,100,-99.9,-99.9
1988-03-31,09:38:00,10,21,22.5,0,83,100,-99.9,-99.9
1988-04-01,09:38:00,12.5,20,22.5,0,86,100,-99.9,-99.9
1988-04-02,10:39:00,14,23,24,0,78,100,-99.9,-99.9
1988-04-03,09:23:00,14.5,21,24,0,85,100,-99.9,-99.9
1988-04-04,09:43:00,18,20,24,2.6,-99.9,-99.9,-99.9,-99.9
1988-04-05,09:20:00,15,24,25.5,1.2,-99.9,-99.9,-99.9,-99.9
1988-04-06,09:52:00,12.5,25,30,0,-99.9,-99.9,-99.9,-99.9
1988-04-07,09:28:00,10,16,26,0,-99.9,-99.9,-99.9,-99.9
1988-04-08,09:55:00,8,14,19,0,-99.9,-99.9,-99.9,-99.9
1988-04-09,10:08:00,6.5,15.5,20.5,0,-99.9,-99.9,-99.9,-99.9
1988-04-10,09:46:00,7,19,20,0,-99.9,-99.9,-99.9,-99.9
1988-04-11,09:15:00,9,20,20,0,-99.9,100,-99.9,-99.9
1988-04-12,09:39:00,11.5,16.5,22,6.6,64,100,-99.9,-99.9
1988-04-13,09:36:00,7,8,19,51,74,100,-99.9,-99.9
1988-04-14,09:51:00,5,13,13,0,57,100,-99.9,-99.9
1988-04-15,09:32:00,13,22,22,0,50,100,-99.9,-99.9
1988-04-16,10:15:00,11,15,28.5,0,58,100,-99.9,-99.9
1988-04-17,09:18:00,6.5,16,18,0,70,100,-99.9,-99.9
1988-04-18,09:25:00,15.3,22.5,23,0,68,100,-99.9,-99.9
1988-04-19,09:34:00,15,20,23,32,73,100,-99.9,-99.9
1988-04-20,09:48:00,6,15,27,0,64,100,-99.9,-99.9
1988-04-21,09:36:00,12.5,22.5,23,0,57,100,-99.9,-99.9
1988-04-22,09:28:00,17,24,28.5,0,78,100,-99.9,-99.9
1988-04-23,10:06:00,15.5,24,28,0,83,100,-99.9,-99.9
1988-04-24,10:08:00,19.5,24,28,12.2,79,100,-99.9,-99.9
1988-04-25,09:35:00,13.5,16,29.5,0,78,100,-99.9,-99.9
1988-04-26,09:44:00,14,18,18,3,93,100,-99.9,-99.9
1988-04-27,09:47:00,11.5,20.5,21.5,0,81,100,-99.9,-99.9
1988-04-28,09:36:00,12,19,22.5,0,42,100,-99.9,-99.9
1988-04-29,09:55:00,6,18.5,23,0,42,100,-99.9,-99.9
1988-04-30,11:00:00,8,21,22.5,0,51,100,-99.9,-99.9
1988-05-01,11:00:00,-99.9,18.9,21.5,0,63,100,-99.9,-99.9
1988-05-02,09:37:00,9.3,19.5,20.5,0,66,100,-99.9,-99.9
1988-05-03,09:36:00,12,20,21,0,76,100,-99.9,-99.9
1988-05-04,09:20:00,17,22,23.5,0,73,100,-99.9,-99.9
1988-05-05,10:54:00,17,21,25.5,46.8,59,100,-99.9,-99.9
1988-05-06,09:46:00,11.5,19,25,0,62,100,-99.9,-99.9
1988-05-07,10:34:00,13.5,23,23.5,0,59,100,-99.9,-99.9
1988-05-08,10:10:00,12.5,22,27,0,62,100,-99.9,-99.9
1988-05-09,09:38:00,15.5,25,25,0,63,100,-99.9,-99.9
1988-05-10,09:44:00,19,25.5,27,0,84,100,-99.9,-99.9
1988-05-11,09:40:00,16,23.5,-99.9,24.6,74,100,-99.9,-99.9
1988-05-12,10:00:00,15.5,23,26.5,0,83,100,-99.9,-99.9
1988-05-13,09:47:00,15.5,23.5,25.5,0,96,100,-99.9,-99.9
1988-05-14,09:45:00,15.5,20.5,25,49.6,96,100,-99.9,-99.9
1988-05-15,09:53:00,17.5,22.5,23.5,1.8,86,100,-99.9,-99.9
1988-05-16,09:55:00,16.8,26.5,27,1.5,67,100,-99.9,-99.9
1988-05-17,09:56:00,17,26.5,32,2.8,76,100,-99.9,-99.9
1988-05-18,09:30:00,17.5,23,29.5,14.6,73,100,-99.9,-99.9
1988-05-19,09:48:00,17,27,27.5,0,78,100,-99.9,-99.9
1988-05-20,09:35:00,20.5,27,28.5,0,83,100,-99.9,-99.9
1988-05-21,09:44:00,20,27.5,28.5,0,66,100,-99.9,-99.9
1988-05-22,09:47:00,22.5,28.5,30,0,92,100,-99.9,-99.9
1988-05-23,09:42:00,22.8,29.5,29.5,0,64,100,-99.9,-99.9
1988-05-24,09:39:00,22.5,28.5,30.5,0,48,100,-99.9,-99.9
1988-05-25,09:40:00,18,22.5,31.5,11.2,66,100,-99.9,-99.9
1988-05-26,09:46:00,12.5,18,28,0.2,58,89,-99.9,-99.9
1988-05-27,09:27:00,14,15,21.5,0,77,100,-99.9,-99.9
1988-05-28,09:59:00,11.5,20,21,2.4,45,100,-99.9,-99.9
1988-05-29,10:00:00,13,26,28,0,59,100,-99.9,-99.9
1988-05-30,09:30:00,14.3,28,28.5,0,50,100,-99.9,-99.9
1988-05-31,09:40:00,17.5,27,30.5,0,51,100,-99.9,-99.9
1988-06-01,09:47:00,20.5,28,33.5,0,57,91,-99.9,-99.9
1988-06-02,09:45:00,21.8,28,34,0,59,100,-99.9,-99.9
1988-06-03,10:04:00,21,28.5,34,0,78,100,-99.9,-99.9
1988-06-04,10:15:00,12.5,18,28.5,51,57,100,-99.9,-99.9
1988-06-05,09:22:00,11.5,22.5,22.5,0,53,100,-99.9,-99.9
1988-06-06,09:40:00,17,25,25.5,0,51,100,-99.9,-99.9
1988-06-07,09:55:00,21,29,30.5,0,54,100,-99.9,-99.9
1988-06-08,09:51:00,22.5,29.5,32.5,0,72,100,-99.9,-99.9
1988-06-09,09:48:00,21,28,32,0.8,79,100,-99.9,-99.9
1988-06-10,09:36:00,15,15.5,31,14,93,100,-99.9,-99.9
1988-06-11,10:28:00,13,22.5,23,0,56,100,-99.9,-99.9
1988-06-12,09:32:00,12,24.5,25.5,0,49,100,-99.9,-99.9
1988-06-13,09:40:00,13,25,25.5,0,68,100,-99.9,-99.9
1988-06-14,09:50:00,14.2,25.5,26.5,0,82,100,-99.9,-99.9
1988-06-15,09:37:00,15.5,25,26.5,0,80,100,-99.9,-99.9
1988-06-16,09:55:00,16.5,27,27,0,76,100,-99.9,-99.9
1988-06-17,09:39:00,17.5,27.5,28,0,67,100,-99.9,-99.9
1988-06-18,09:43:00,20.5,28,31,0,74,100,-99.9,-99.9
1988-06-19,09:33:00,21,27,30.5,0,85,100,-99.9,-99.9
1988-06-20,09:32:00,20,27,28,0,80,100,-99.9,-99.9
1988-06-21,09:57:00,19.5,28.5,29.5,0,68,100,-99.9,-99.9
1988-06-22,09:30:00,22,29.5,31.5,0,62,100,-99.9,-99.9
1988-06-23,09:31:00,24,30.5,34,0,64,100,-99.9,-99.9
1988-06-24,09:40:00,25.5,30,34.5,0,78,100,-99.9,-99.9
1988-06-25,09:49:00,23,25,31,0,91,100,-99.9,-99.9
1988-06-26,10:00:00,22.5,29.5,31,0,78,100,-99.9,-99.9
1988-06-27,09:55:00,20,20,32,0,73,100,-99.9,-99.9
1988-06-28,09:39:00,17,25,26,0,63,100,-99.9,-99.9
1988-06-29,09:45:00,18,27,27.5,0,53,100,-99.9,-99.9
1988-06-30,09:43:00,23.5,25,31,0,90,100,-99.9,-99.9
1988-07-01,09:43:00,19.5,25,27.5,14.2,54,100,-99.9,-99.9
1988-07-02,10:20:00,14.5,26.5,28.5,0,50,100,-99.9,-99.9
1988-07-03,09:54:00,17,25.5,27.5,3.8,82,100,-99.9,-99.9
1988-07-04,-999,-99.9,-99.9,-99.9,0,70,100,-99.9,-99.9
1988-07-05,10:50:00,-99.9,25.5,-99.9,0,76,100,-99.9,-99.9
1988-07-06,09:45:00,19.5,26,27,0,58,100,-99.9,-99.9
1988-07-07,09:50:00,16.5,27.5,28,0,59,100,-99.9,-99.9
1988-07-08,09:40:00,20,27.5,28.5,0,65,100,-99.9,-99.9
1988-07-09,09:55:00,21.5,28.5,32,0,78,100,-99.9,-99.9
1988-07-10,10:00:00,24.5,30,32,0,73,100,-99.9,-99.9
1988-07-11,09:30:00,24.8,29.5,34,0,78,100,-99.9,-99.9
1988-07-12,09:34:00,25,27.5,32.5,0,91,100,-99.9,-99.9
1988-07-13,09:54:00,23,30.5,30.5,31,73,100,-99.9,-99.9
1988-07-14,09:48:00,23,29.5,34,9,70,100,-99.9,-99.9
1988-07-15,09:22:00,25,31,34,0,73,100,-99.9,-99.9
1988-07-16,10:25:00,25.5,31.5,35,0,74,100,-99.9,-99.9
1988-07-17,10:05:00,26.5,32.5,34.5,0,69,100,-99.9,-99.9
1988-07-18,09:40:00,25.5,30,34.6,0,72,96,-99.9,-99.9
1988-07-19,09:47:00,26,30.5,32,0,70,98,-99.9,-99.9
1988-07-20,09:44:00,26,30,32,0,74,96,-99.9,-99.9
1988-07-21,09:31:00,26,28.5,31.5,0,78,98,-99.9,-99.9
1988-07-22,09:54:00,25,26.5,31.5,0.2,70,99,-99.9,-99.9
1988-07-23,09:21:00,22.2,26.5,30.2,21.8,79,99,-99.9,-99.9
1988-07-24,10:33:00,23,30,30.5,4.3,77,98,-99.9,-99.9
1988-07-25,09:36:00,22.2,29,30.5,0.8,81,98,-99.9,-99.9
1988-07-26,09:43:00,22.5,29.5,30,0,65,97,-99.9,-99.9
1988-07-27,09:40:00,23.5,29.5,31,0,75,99,-99.9,-99.9
1988-07-28,09:39:00,19.5,30,31.5,22,76,99,-99.9,-99.9
1988-07-29,09:30:00,21.8,30,31.5,13.4,73,98,-99.9,-99.9
1988-07-30,09:30:00,23,29.5,32,0,70,98,-99.9,-99.9
1988-07-31,09:18:00,25.5,29,32,0,64,98,-99.9,-99.9
1988-08-01,09:22:00,22.5,29,33.5,6,75,100,-99.9,-99.9
1988-08-02,09:32:00,23,31.5,31.5,0,70,98,-99.9,-99.9
1988-08-03,09:35:00,24,29,31.5,0,79,98,-99.9,-99.9
1988-08-04,09:56:00,26.5,29.5,30,0,82,100,-99.9,-99.9
1988-08-05,09:49:00,23,29,30,2,77,99,-99.9,-99.9
1988-08-06,09:40:00,27,31.5,32,0,70,98,-99.9,-99.9
1988-08-07,10:05:00,21.5,27,32,0,76,99,-99.9,-99.9
1988-08-08,09:35:00,22.8,31,32,1.6,72,100,-99.9,-99.9
1988-08-09,09:37:00,24.5,30,32,0,73,100,-99.9,-99.9
1988-08-10,09:42:00,22.5,24.5,32,5.4,88,100,-99.9,-99.9
1988-08-11,08:55:00,23.5,29,29.5,0.4,73,100,-99.9,-99.9
1988-08-12,09:27:00,24,28,30,0,79,100,-99.9,-99.9
1988-08-13,10:13:00,22.5,29.5,30.5,0,77,100,-99.9,-99.9
1988-08-14,09:55:00,23.5,29,30.5,17.6,83,100,-99.9,-99.9
1988-08-15,09:45:00,24.5,26.5,30.5,1.6,99,100,-99.9,-99.9
1988-08-16,09:46:00,23,28.5,29,5.6,78,100,-99.9,-99.9
1988-08-17,09:55:00,22.5,29.5,30.5,0,70,100,-99.9,-99.9
1988-08-18,09:29:00,24,31,33.5,0,65,100,-99.9,-99.9
1988-08-19,09:35:00,24.5,31,35.5,0,68,100,-99.9,-99.9
1988-08-20,09:55:00,26.5,31.5,34.5,0,80,100,-99.9,-99.9
1988-08-21,09:50:00,25.5,31,32,0,68,100,-99.9,-99.9
1988-08-22,09:30:00,23.5,27,34.5,22.4,78,100,-99.9,-99.9
1988-08-23,09:42:00,24.5,28,28,0,83,99,-99.9,-99.9
1988-08-24,09:40:00,24.5,29.5,30,0,72,100,-99.9,-99.9
1988-08-25,09:35:00,23.5,28,32,2.4,82,100,-99.9,-99.9
1988-08-26,09:35:00,23,30,31.5,0,50,100,-99.9,-99.9
1988-08-27,09:44:00,23,26.5,33.5,0,79,100,-99.9,-99.9
1988-08-28,09:40:00,22.5,23.5,33.5,8.6,94,100,-99.9,-99.9
1988-08-29,09:35:00,23,28.8,29,9.4,85,100,-99.9,-99.9
1988-08-30,09:38:00,23.5,30,30.5,0,76,100,-99.9,-99.9
1988-08-31,10:06:00,20,20.5,31,27,91,100,-99.9,-99.9
1988-09-01,09:51:00,20,22,24.5,0,85,100,-99.9,-99.9
1988-09-02,09:55:00,20,25.5,25.5,0,83,100,-99.9,-99.9
1988-09-03,10:00:00,22,26.5,27.5,0,84,100,-99.9,-99.9
1988-09-04,08:59:00,23.5,28.5,28.5,1,76,100,-99.9,-99.9
1988-09-05,09:55:00,22.5,25.5,31,23,79,100,-99.9,-99.9
1988-09-06,09:32:00,19.5,23.8,26,6.6,74,100,-99.9,-99.9
1988-09-07,09:35:00,15.5,21.5,25,12,60,96,-99.9,-99.9
1988-09-08,09:32:00,18,19,25,0,70,100,-99.9,-99.9
1988-09-09,09:29:00,19,25,25.5,21.4,100,100,-99.9,-99.9
1988-09-10,09:53:00,22.5,27.5,27.5,28.2,88,100,-99.9,-99.9
1988-09-11,09:51:00,22.5,28.5,28.5,0.1,87,100,-99.9,-99.9
1988-09-12,09:34:00,21.8,26.8,29.5,0,64,100,-99.9,-99.9
1988-09-13,09:45:00,18,27,28,0,51,100,-99.9,-99.9
1988-09-14,09:44:00,22.5,28.5,29.5,0,68,100,-99.9,-99.9
1988-09-15,09:43:00,22,28.5,32.5,0,76,100,-99.9,-99.9
1988-09-16,09:44:00,22.5,24,29,0,82,97,-99.9,-99.9
1988-09-17,09:35:00,18.5,24.5,24.5,1,77,100,-99.9,-99.9
1988-09-18,09:32:00,22.5,23,25,13.8,89,100,-99.9,-99.9
1988-09-19,09:41:00,22,26,26,10.6,86,100,-99.9,-99.9
1988-09-20,09:40:00,22.5,27,28.5,4.6,87,100,-99.9,-99.9
1988-09-21,09:43:00,23.5,29,29.5,0,62,100,-99.9,-99.9
1988-09-22,09:39:00,17.5,27,33,0,58,100,-99.9,-99.9
1988-09-23,09:50:00,17.5,27,28,0,59,100,-99.9,-99.9
1988-09-24,09:56:00,24,28.5,31.5,0,68,100,-99.9,-99.9
1988-09-25,09:49:00,24.5,27,32.5,0.2,78,100,-99.9,-99.9
1988-09-26,11:25:00,18.5,22,31,17.2,86,100,-99.9,-99.9
1988-09-27,09:43:00,17.5,21.5,22.5,0,72,100,-99.9,-99.9
1988-09-28,09:45:00,19,23.5,25,0,78,100,-99.9,-99.9
1988-09-29,09:48:00,20,24.5,26.5,0,83,100,-99.9,-99.9
1988-09-30,09:35:00,19.5,22,26,0,84,100,-99.9,-99.9
1988-10-01,-999,-99.9,-99.9,-99.9,-99.9,77,100,-99.9,-99.9
1988-10-02,09:39:00,19.5,27.5,28,0,79,100,-99.9,-99.9
1988-10-03,09:40:00,20.5,24.3,28,0,68,100,-99.9,-99.9
1988-10-04,09:45:00,17.5,18.5,26,8.6,87,98,-99.9,-99.9
1988-10-05,09:45:00,13.5,20,20,0,43,98,-99.9,-99.9
1988-10-06,09:43:00,10,16.5,23,0,57,87,-99.9,-99.9
1988-10-07,09:30:00,13.5,15,21,0,61,90,-99.9,-99.9
1988-10-08,10:03:00,6,15,20.5,0,46,100,-99.9,-99.9
1988-10-09,09:30:00,8,17,18.5,0,48,95,-99.9,-99.9
1988-10-10,10:52:00,8.5,19,19.5,0,48,98,-99.9,-99.9
1988-10-11,09:55:00,13.5,20.5,21.5,0,52,100,-99.9,-99.9
