DATE,SITE,NEMA,COPE,NAUP,OSTR,GAST,CILI,TURB,POLY,BIVA
11/21/1988,DD,927,367,256,0,92,130,103,9,14
11/21/1988,DD,338,79,65,4,155,52,50,5,5
12/7/1988,DD,579,124,126,7,191,31,41,27,11
12/7/1988,DD,369,148,68,0,124,16,27,31,2
12/20/1988,DD,493,144,20,2,99,94,58,11,0
12/20/1988,DD,574,232,22,4,83,99,50,5,0
1/5/1989,BB,740,90,117,16,-99,11,36,47,9
1/5/1989,BB,1096,122,135,16,-99,23,40,79,5
1/19/1989,BB,1328,180,90,7,-99,122,68,13,2
1/19/1989,BB,1292,112,38,2,-99,135,47,20,2
2/3/1989,BB,3162,104,117,27,-99,68,90,130,18
2/3/1989,BB,3644,61,95,9,-99,56,77,162,4
2/20/1989,BB,2363,101,77,25,-99,173,81,160,4
2/20/1989,BB,2366,58,88,14,-99,331,113,59,0
3/6/1989,BB,1087,52,104,2,-99,20,52,85,4
3/6/1989,BB,1062,117,200,18,-99,16,41,151,4
3/20/1989,BB,2503,112,115,23,-99,135,97,90,2
3/20/1989,BB,1627,119,101,13,-99,130,58,36,2
4/3/1989,BB,1596,92,90,14,-99,49,106,119,5
4/3/1989,BB,1479,110,63,27,-99,36,83,52,4
4/18/1989,BB,1528,117,126,47,-99,227,41,27,7
4/18/1989,BB,1621,115,151,74,-99,173,68,31,2
5/3/1989,BB,3122,407,160,45,-99,65,115,158,5
5/3/1989,BB,1873,520,167,31,-99,43,52,72,23
5/17/1989,BB,1139,308,97,54,-99,167,31,14,7
5/17/1989,BB,1166,283,144,68,-99,140,40,23,13
6/1/1989,BB,781,236,47,11,-99,11,9,81,25
6/1/1989,BB,551,369,59,13,-99,9,40,59,11
6/15/1989,BB,633,452,88,126,-99,121,18,11,2
6/15/1989,BB,626,97,112,59,-99,77,20,14,5
6/29/1989,BB,900,25,27,2,-99,11,16,22,14
6/29/1989,BB,873,20,23,11,-99,2,9,23,13
7/14/1989,BB,873,47,65,9,-99,18,18,40,2
7/14/1989,BB,635,86,130,13,-99,25,16,52,16
7/31/1989,BB,905,95,5,54,-99,5,45,25,0
7/31/1989,BB,1002,101,20,236,-99,18,18,54,0
8/15/1989,BB,857,70,81,25,-99,11,18,32,9
8/15/1989,BB,527,92,52,18,-99,13,20,41,22
8/28/1989,BB,911,115,45,18,-99,43,11,31,7
8/28/1989,BB,749,151,20,9,-99,32,9,34,5
9/11/1989,BB,680,74,36,5,-99,20,16,38,9
9/11/1989,BB,759,54,32,23,-99,13,31,67,4
9/27/1989,BB,362,59,25,5,-99,5,7,36,7
9/27/1989,BB,346,68,38,4,-99,4,11,38,16
10/13/1989,BB,328,70,72,13,-99,4,7,32,5
10/13/1989,BB,243,97,67,5,-99,5,18,16,9
10/25/1989,BB,698,18,13,5,-99,2,4,31,16
10/25/1989,BB,758,43,13,2,-99,2,4,32,16
11/10/1989,BB,738,302,185,4,-99,25,34,58,72
11/10/1989,BB,695,247,139,7,-99,23,40,61,135
11/28/1989,BB,1211,139,59,4,-99,70,18,49,2
11/28/1989,BB,1069,131,85,2,-99,63,18,61,13
12/11/1989,BB,1098,130,88,11,-99,36,56,112,45
12/11/1989,BB,500,76,18,7,-99,7,11,56,22
12/22/1989,BB,1108,77,76,5,-99,86,40,86,16
12/22/1989,BB,617,56,38,2,-99,29,25,41,9
1/5/1989,DD,714,61,25,25,435,23,56,32,0
1/5/1989,DD,531,16,18,0,480,38,61,61,0
1/19/1989,DD,830,178,25,2,149,182,67,11,0
1/19/1989,DD,718,95,4,0,187,148,38,7,2
2/3/1989,DD,563,45,43,2,167,18,41,32,0
2/3/1989,DD,605,49,36,2,358,27,52,54,0
2/20/1989,DD,970,103,23,0,178,200,67,38,0
3/6/1989,DD,828,130,72,27,441,23,32,41,2
3/6/1989,DD,909,88,41,0,351,40,40,103,5
3/20/1989,DD,1215,130,9,7,407,337,101,22,0
4/3/1989,DD,385,31,29,4,173,14,29,11,2
4/3/1989,DD,324,23,20,2,320,16,29,41,2
4/18/1989,DD,1396,354,77,13,194,266,81,11,2
4/18/1989,DD,992,248,56,11,446,209,65,40,2
5/3/1989,DD,594,160,31,4,527,36,47,34,2
5/3/1989,DD,516,155,47,34,178,11,38,49,0
5/17/1989,DD,1317,196,41,13,175,261,189,9,4
6/1/1989,DD,333,16,9,5,130,14,23,14,5
6/1/1989,DD,434,41,32,11,200,36,79,65,2
6/15/1989,DD,1258,124,41,40,128,292,112,36,5
6/15/1989,DD,974,162,13,13,77,180,92,20,5
6/29/1989,DD,1085,50,14,5,128,203,97,27,0
6/29/1989,DD,529,22,0,0,95,119,34,11,5
7/14/1989,DD,714,25,45,2,471,43,63,27,0
7/14/1989,DD,736,20,49,2,705,56,54,23,13
7/31/1989,DD,551,38,0,0,200,18,68,14,0
7/31/1989,DD,1037,38,9,18,207,5,41,31,0
8/15/1989,DD,687,45,29,2,363,50,81,61,16
8/15/1989,DD,608,135,99,2,293,27,41,36,9
8/28/1989,DD,938,22,2,0,79,211,65,25,2
8/28/1989,DD,995,7,0,7,103,272,68,34,7
9/11/1989,DD,626,36,38,11,146,22,34,45,2
9/11/1989,DD,319,23,34,4,437,85,92,52,4
9/27/1989,DD,234,2,2,0,13,9,14,14,0
9/27/1989,DD,193,13,18,0,22,11,5,13,5
10/13/1989,DD,247,27,11,2,92,13,18,29,0
10/13/1989,DD,234,16,9,2,88,2,11,27,0
10/25/1989,DD,934,92,31,2,155,169,63,32,7
10/25/1989,DD,626,77,63,2,31,95,18,5,2
11/10/1989,DD,353,113,346,5,173,23,31,27,13
11/10/1989,DD,362,106,153,7,166,16,25,13,2
11/28/1989,DD,358,67,14,4,63,106,22,13,4
12/11/1989,DD,225,27,13,0,76,2,2,5,0
12/11/1989,DD,194,11,31,2,56,4,11,14,0
12/22/1989,DD,651,38,5,5,74,90,77,18,13
12/22/1989,DD,450,25,0,11,76,94,52,14,11
1/9/1990,BB,1553,113,101,29,-99,41,95,54,29
1/9/1990,BB,1288,90,124,5,-99,14,38,95,23
1/24/1990,BB,2145,99,171,9,-99,83,86,108,2
1/24/1990,BB,2035,207,333,4,-99,119,106,189,4
2/7/1990,BB,1155,72,137,14,-99,22,52,45,5
2/7/1990,BB,1258,67,108,7,-99,34,47,65,4
2/21/1990,BB,1454,61,106,7,-99,50,2,7,0
2/21/1990,BB,1346,61,63,4,-99,43,23,9,2
3/9/1990,BB,3626,218,301,11,-99,34,45,126,0
3/9/1990,BB,2732,214,221,13,-99,9,36,94,5
3/23/1990,BB,2544,223,164,14,-99,148,52,38,2
3/23/1990,BB,2305,173,279,18,-99,146,76,31,4
4/8/1990,BB,2075,320,58,25,-99,16,36,97,9
4/8/1990,BB,1526,119,142,18,-99,20,29,137,13
4/20/1990,BB,1893,308,130,22,-99,86,29,25,0
4/20/1990,BB,2552,283,399,113,-99,151,76,25,2
5/4/1990,BB,983,196,220,40,-99,41,58,59,2
5/4/1990,BB,635,223,108,23,-99,7,7,40,7
5/21/1990,BB,1198,475,354,106,-99,176,97,59,9
5/21/1990,BB,1083,423,423,149,-99,245,88,88,22
6/4/1990,BB,840,135,178,47,-99,65,61,72,13
6/4/1990,BB,714,106,157,61,-99,32,58,65,22
6/20/1990,BB,797,149,52,126,-99,112,45,25,2
6/20/1990,BB,1110,149,131,160,-99,126,27,29,18
7/3/1990,BB,848,90,139,25,-99,29,32,72,18
7/3/1990,BB,687,86,16,41,-99,11,22,49,5
7/18/1990,BB,903,191,94,117,-99,126,29,4,29
7/18/1990,BB,891,263,112,115,-99,103,25,7,20
8/2/1990,BB,617,36,50,38,-99,32,23,38,11
8/2/1990,BB,529,47,54,16,-99,13,16,27,36
8/18/1990,BB,545,70,16,29,-99,52,5,25,7
8/18/1990,BB,1596,70,22,49,-99,68,11,45,2
8/31/1990,BB,461,74,25,25,-99,83,18,18,5
8/31/1990,BB,671,72,45,22,-99,63,13,29,4
9/18/1990,BB,642,32,34,14,-99,14,13,22,14
9/18/1990,BB,723,20,32,18,-99,11,16,76,7
10/1/1990,BB,356,74,31,36,-99,49,27,29,7
10/1/1990,BB,669,77,61,50,-99,29,27,40,5
10/16/1990,BB,758,104,203,36,-99,13,20,61,16
10/16/1990,BB,1083,63,74,13,-99,9,22,65,5
11/1/1990,BB,644,81,74,7,-99,18,31,23,5
11/1/1990,BB,772,88,58,2,-99,2,11,25,11
11/30/1990,BB,857,173,27,9,-99,41,13,59,13
11/30/1990,BB,1022,182,67,2,-99,63,29,23,25
12/14/1990,BB,405,25,25,0,-99,4,14,61,25
12/14/1990,BB,387,40,18,2,-99,4,11,40,31
12/31/1990,BB,1143,193,74,2,-99,122,88,54,23
12/31/1990,BB,1015,169,90,13,-99,76,45,70,31
1/9/1990,DD,319,29,34,2,99,14,23,27,0
1/9/1990,DD,238,11,47,2,133,27,11,90,2
1/24/1990,DD,596,38,2,2,184,121,68,5,0
1/24/1990,DD,612,20,4,2,605,59,72,4,4
2/7/1990,DD,551,27,32,4,198,11,20,95,13
2/7/1990,DD,504,20,47,0,220,23,45,32,0
2/21/1990,DD,479,22,5,5,94,103,50,18,13
3/9/1990,DD,876,23,122,2,612,106,104,90,0
3/9/1990,DD,738,20,92,9,570,124,106,106,0
3/23/1990,DD,713,27,5,2,65,115,40,41,2
3/23/1990,DD,509,22,34,4,79,94,38,115,0
4/8/1990,DD,491,9,23,5,256,22,50,54,5
4/8/1990,DD,470,2,22,14,279,106,70,121,9
4/20/1990,DD,256,4,11,2,63,61,23,13,2
5/4/1990,DD,977,18,47,0,229,47,47,43,16
5/4/1990,DD,1152,31,38,18,358,47,47,65,4
5/21/1990,DD,570,32,20,4,130,142,54,25,11
5/21/1990,DD,882,47,14,9,92,99,106,54,7
6/4/1990,DD,293,0,14,16,124,22,58,59,4
6/4/1990,DD,570,59,40,5,329,52,81,41,2
6/20/1990,DD,1405,7,7,0,117,311,40,23,0
6/20/1990,DD,988,11,2,0,106,349,83,67,0
7/3/1990,DD,770,20,2,4,155,14,27,47,2
7/3/1990,DD,801,29,11,2,99,11,40,79,0
7/18/1990,DD,1224,56,27,11,164,243,135,59,4
7/18/1990,DD,932,218,34,23,131,164,49,43,5
8/2/1990,DD,1044,13,9,22,122,18,25,49,29
8/2/1990,DD,664,7,11,0,68,2,16,36,2
8/18/1990,DD,918,34,7,9,124,133,49,43,7
8/18/1990,DD,887,38,9,0,61,164,31,16,5
8/31/1990,DD,1423,4,2,4,130,320,128,94,2
8/31/1990,DD,1105,25,4,0,86,363,88,68,2
9/18/1990,DD,1380,104,32,7,729,63,90,47,0
9/18/1990,DD,912,13,36,5,407,47,36,50,0
10/1/1990,DD,570,11,7,2,92,146,47,5,0
10/1/1990,DD,947,52,9,5,124,302,68,16,0
10/16/1990,DD,979,191,59,14,358,86,74,63,0
10/16/1990,DD,639,61,59,4,455,47,68,52,0
11/1/1990,DD,605,124,38,7,185,22,50,72,0
11/1/1990,DD,549,101,52,9,171,29,27,45,0
11/30/1990,DD,837,290,835,2,63,202,74,18,4
11/30/1990,DD,804,221,202,2,112,148,36,13,0
12/14/1990,DD,799,88,58,4,173,52,70,36,0
12/14/1990,DD,599,58,22,11,86,27,31,40,2
12/31/1990,DD,821,131,25,11,92,103,81,27,0
12/31/1990,DD,713,72,13,2,59,104,67,36,0
1/15/1991,BB,1314,86,59,2,-99,23,34,49,14
1/15/1991,BB,1254,104,29,9,-99,13,14,67,40
1/29/1991,BB,408,95,63,13,-99,65,65,25,5
1/29/1991,BB,542,130,146,11,-99,99,59,11,18
2/14/1991,BB,1339,103,130,2,-99,18,49,108,32
2/14/1991,BB,1071,160,52,2,-99,11,22,86,11
2/27/1991,BB,1765,304,578,14,-99,97,117,34,4
2/27/1991,BB,1866,328,498,31,-99,151,144,31,7
3/15/1991,BB,502,40,77,4,-99,2,20,22,9
3/15/1991,BB,815,110,65,11,-99,5,29,70,11
3/28/1991,BB,1713,358,408,59,-99,167,146,29,4
3/28/1991,BB,1001,376,363,52,-99,122,68,36,7
4/10/1991,BB,623,218,94,11,-99,9,7,29,0
4/10/1991,BB,806,203,63,5,-99,4,20,36,16
4/26/1991,BB,1148,317,227,113,-99,76,92,14,13
4/26/1991,BB,1200,457,272,133,-99,97,41,16,9
5/10/1991,BB,623,171,115,47,-99,7,14,31,16
5/10/1991,BB,682,178,104,45,-99,5,11,23,5
5/27/1991,BB,587,281,171,50,-99,124,14,27,41
5/27/1991,BB,686,313,153,70,-99,155,32,16,34
6/10/1991,BB,866,41,13,4,-99,7,18,59,4
6/10/1991,BB,545,34,13,29,-99,13,13,32,34
6/24/1991,BB,471,25,7,63,-99,29,2,11,2
6/24/1991,BB,574,47,14,14,-99,65,9,13,7
7/8/1991,BB,659,162,153,94,-99,90,52,18,13
7/8/1991,BB,608,196,68,32,-99,13,20,34,5
7/22/1991,BB,680,115,72,178,-99,149,32,7,16
7/22/1991,BB,592,108,135,182,-99,247,43,9,31
8/6/1991,BB,446,86,67,50,-99,16,16,13,56
8/6/1991,BB,335,43,92,29,-99,4,5,14,52
8/21/1991,BB,439,216,103,11,-99,94,14,18,7
8/21/1991,BB,426,76,68,76,-99,77,16,31,11
9/6/1991,BB,351,94,130,7,-99,7,13,31,16
9/6/1991,BB,493,92,94,11,-99,9,11,23,13
9/19/1991,BB,675,50,25,52,-99,54,23,31,11
9/19/1991,BB,362,81,56,191,-99,86,36,18,16
10/3/1991,BB,261,110,77,16,-99,11,14,41,25
10/3/1991,BB,549,43,34,9,-99,7,4,58,29
10/22/1991,BB,749,128,115,50,-99,70,25,40,23
10/22/1991,BB,761,189,149,25,-99,115,58,34,11
11/5/1991,BB,470,149,58,20,-99,0,4,40,50
11/5/1991,BB,401,187,41,2,-99,2,2,54,45
11/21/1991,BB,684,367,104,16,-99,58,40,56,59
11/21/1991,BB,968,621,225,11,-99,113,54,50,81
12/3/1991,BB,565,92,47,5,-99,5,13,38,14
12/3/1991,BB,371,122,16,5,-99,9,11,92,23
12/19/1991,BB,1249,202,88,25,-99,230,32,38,41
12/19/1991,BB,1090,194,92,16,-99,248,50,49,56
1/15/1991,DD,360,20,18,2,56,4,9,61,4
1/15/1991,DD,353,16,13,7,56,7,20,72,0
1/29/1991,DD,723,40,16,4,76,115,40,32,0
1/29/1991,DD,689,90,36,2,101,149,45,18,2
2/14/1991,DD,1110,31,40,23,342,32,65,14,4
2/14/1991,DD,891,38,25,9,149,2,20,108,2
2/27/1991,DD,768,216,49,5,83,76,59,14,2
2/27/1991,DD,794,211,43,5,72,171,77,16,2
3/15/1991,DD,869,68,22,0,153,0,25,29,0
3/15/1991,DD,693,58,18,5,189,9,31,34,7
3/28/1991,DD,893,115,38,0,94,158,86,22,2
3/28/1991,DD,907,130,34,7,97,155,65,32,2
4/10/1991,DD,754,63,50,5,261,27,16,32,9
4/10/1991,DD,432,31,18,2,117,4,18,23,2
4/26/1991,DD,858,50,40,5,103,135,79,54,0
4/26/1991,DD,966,175,27,13,117,182,99,99,2
5/10/1991,DD,891,52,56,7,322,32,65,65,16
5/10/1991,DD,1263,133,67,14,175,18,36,63,7
5/27/1991,DD,635,83,36,0,95,0,18,18,5
5/27/1991,DD,678,40,16,0,81,2,14,41,4
6/10/1991,DD,920,38,25,7,254,34,31,52,0
6/10/1991,DD,765,47,40,2,385,36,43,167,0
6/24/1991,DD,432,7,13,14,104,23,13,32,2
6/24/1991,DD,498,131,38,5,166,18,36,67,13
7/8/1991,DD,945,79,22,5,95,29,29,58,4
7/8/1991,DD,885,50,29,4,95,27,20,16,2
7/22/1991,DD,1256,74,23,0,83,232,59,40,7
7/22/1991,DD,952,101,56,5,115,113,41,18,9
8/6/1991,DD,812,59,14,14,140,5,11,32,2
8/6/1991,DD,689,34,40,2,187,16,11,43,14
8/21/1991,DD,995,184,36,11,108,119,59,43,2
8/21/1991,DD,1542,99,16,2,248,272,117,43,2
9/6/1991,DD,986,185,16,4,211,4,40,41,0
9/6/1991,DD,974,90,45,16,248,23,22,31,4
9/19/1991,DD,849,61,32,5,238,279,86,34,4
9/19/1991,DD,727,90,160,5,144,266,54,31,4
10/3/1991,DD,747,22,41,9,239,32,49,56,7
10/3/1991,DD,680,32,61,14,115,13,23,22,13
10/22/1991,DD,489,36,5,2,81,200,83,34,2
10/22/1991,DD,963,140,13,7,47,112,92,22,5
11/5/1991,DD,592,236,88,5,131,5,16,77,4
11/5/1991,DD,558,113,110,11,169,11,14,52,0
11/21/1991,DD,480,94,49,0,45,97,27,43,9
11/21/1991,DD,650,56,29,4,63,97,83,9,2
12/3/1991,DD,567,101,45,7,160,9,9,22,5
12/3/1991,DD,374,45,32,20,85,2,9,18,5
12/19/1991,DD,579,337,5,2,153,50,77,18,0
12/19/1991,DD,610,151,11,4,563,122,68,20,0
1/3/1992,BB,876,59,43,0,-99,13,31,83,16
1/3/1992,BB,1069,90,65,5,-99,31,49,70,34
1/17/1992,BB,1202,140,108,9,-99,32,45,175,5
1/17/1992,BB,824,198,50,16,-99,4,22,63,13
1/31/1992,BB,507,40,34,0,-99,2,13,79,0
1/31/1992,BB,570,40,34,2,-99,7,16,112,2
2/17/1992,BB,1776,126,94,9,-99,29,52,187,13
2/17/1992,BB,1123,86,47,7,-99,5,16,104,9
3/2/1992,BB,1028,79,40,2,-99,5,34,124,22
3/2/1992,BB,768,54,45,2,-99,2,20,56,31
3/16/1992,BB,979,61,81,22,-99,9,20,92,16
3/16/1992,BB,934,45,38,7,-99,2,2,70,16
4/2/1992,BB,668,59,47,5,-99,14,36,92,14
4/2/1992,BB,736,86,92,4,-99,25,23,103,36
4/14/1992,BB,698,32,50,9,-99,18,22,74,18
4/14/1992,BB,810,50,23,16,-99,16,5,119,9
5/13/1992,BB,650,149,139,11,-99,13,16,137,243
5/13/1992,BB,700,115,61,9,-99,4,13,124,139
6/11/1992,BB,828,22,29,2,-99,0,5,41,97
6/11/1992,BB,956,36,49,16,-99,4,13,76,43
6/26/1992,BB,711,155,72,27,-99,18,29,43,25
6/26/1992,BB,675,99,27,7,-99,5,4,22,13
7/10/1992,BB,493,76,58,7,-99,7,9,47,14
7/10/1992,BB,547,49,70,20,-99,2,2,27,23
7/27/1992,BB,543,79,86,13,-99,9,11,65,56
7/27/1992,BB,561,68,29,23,-99,16,5,38,29
8/10/1992,BB,606,29,85,47,-99,14,23,32,43
8/10/1992,BB,716,49,45,27,-99,2,9,14,121
8/25/1992,BB,453,23,25,103,-99,11,16,22,58
8/25/1992,BB,520,13,20,34,-99,4,16,29,40
9/8/1992,BB,468,67,95,14,-99,22,16,18,18
9/8/1992,BB,482,86,68,5,-99,20,23,34,4
9/23/1992,BB,657,90,76,2,-99,16,18,56,0
9/23/1992,BB,624,56,61,4,-99,14,31,18,22
10/8/1992,BB,513,31,34,2,-99,2,9,18,0
10/8/1992,BB,556,18,22,5,-99,5,9,29,0
10/22/1992,BB,477,126,70,9,-99,2,22,52,34
10/22/1992,BB,383,119,49,2,-99,9,9,40,27
11/9/1992,BB,770,70,49,5,-99,7,13,47,32
11/9/1992,BB,590,85,32,11,-99,4,9,77,34
11/24/1992,BB,390,56,34,9,-99,5,11,32,47
11/24/1992,BB,383,41,11,11,-99,5,16,43,47
12/9/1992,BB,369,40,-99,2,-99,22,34,50,52
12/9/1992,BB,279,31,34,4,-99,0,9,29,58
12/21/1992,BB,567,14,31,14,-99,5,16,65,41
12/21/1992,BB,482,41,29,11,-99,0,11,52,160
1/3/1992,DD,810,40,23,27,184,11,34,86,4
1/3/1992,DD,632,63,32,9,135,16,32,72,14
1/17/1992,DD,529,74,121,22,76,9,13,31,11
1/17/1992,DD,520,97,22,11,176,5,16,16,5
1/31/1992,DD,419,34,56,0,103,16,5,72,0
1/31/1992,DD,450,25,29,0,155,16,22,49,0
2/17/1992,DD,734,32,58,31,202,18,32,76,4
2/17/1992,DD,455,29,52,4,144,9,14,72,14
3/2/1992,DD,797,146,139,27,148,0,31,63,18
3/2/1992,DD,648,77,58,4,173,2,20,65,9
3/16/1992,DD,520,50,31,5,50,14,27,5,7
3/16/1992,DD,371,34,13,4,72,11,4,20,2
4/2/1992,DD,597,40,25,9,176,2,45,41,11
4/2/1992,DD,473,13,20,13,124,2,18,92,9
4/14/1992,DD,788,257,34,5,157,18,22,27,18
4/14/1992,DD,534,88,86,7,95,18,13,50,5
5/13/1992,DD,745,47,16,9,184,11,2,14,5
5/13/1992,DD,637,31,27,4,153,5,14,23,7
6/11/1992,DD,950,83,4,4,144,4,13,68,2
6/11/1992,DD,837,27,23,7,257,9,13,36,0
6/26/1992,DD,866,20,20,14,209,23,32,40,14
6/26/1992,DD,804,63,20,7,171,23,27,61,2
7/10/1992,DD,779,27,27,9,189,4,16,25,11
7/10/1992,DD,662,25,34,13,101,14,25,38,4
7/27/1992,DD,824,43,49,22,173,18,13,34,16
7/27/1992,DD,599,29,27,14,200,7,14,43,16
8/10/1992,DD,923,140,205,20,153,25,36,104,9
8/10/1992,DD,662,130,200,20,131,25,25,59,9
8/25/1992,DD,758,149,101,20,97,7,25,65,16
8/25/1992,DD,606,131,54,11,77,11,20,56,4
9/8/1992,DD,1002,49,40,0,157,22,22,49,2
9/8/1992,DD,945,72,25,5,247,49,36,63,4
9/23/1992,DD,930,45,65,23,270,43,27,103,7
9/23/1992,DD,815,36,23,11,178,14,32,52,7
10/8/1992,DD,650,88,302,5,173,23,36,40,2
10/8/1992,DD,527,148,77,14,112,13,22,103,18
10/22/1992,DD,614,130,61,9,119,13,14,34,7
10/22/1992,DD,578,117,32,11,221,13,14,34,22
11/9/1992,DD,633,169,47,5,160,9,45,94,13
11/9/1992,DD,588,149,31,5,301,14,38,72,25
11/24/1992,DD,380,38,16,4,128,4,14,68,4
11/24/1992,DD,337,34,18,2,115,5,5,49,0
12/9/1992,DD,462,34,32,2,139,4,14,88,0
12/9/1992,DD,556,95,27,20,247,2,9,67,16
12/21/1992,DD,693,86,43,20,128,2,18,22,49
12/21/1992,DD,585,58,41,7,139,2,16,29,16
