DATE,SITE,NEMA,COPE,NAUP,OSTR,GAST,CILI,TURB,POLY,BIVA
9/7/1972,BB,263,18,-99,1,-99,-99,0,3,1
9/7/1972,BB,104,16,-99,1,-99,-99,0,1,3
9/7/1972,BB,134,19,-99,1,-99,-99,2,1,1
9/7/1972,BB,75,9,-99,5,-99,-99,0,1,3
10/7/1972,BB,148,59,-99,0,-99,-99,0,2,8
10/7/1972,BB,295,168,-99,0,-99,-99,0,4,25
10/7/1972,BB,288,191,-99,0,-99,-99,0,12,22
10/7/1972,BB,265,83,-99,0,-99,-99,0,15,15
11/4/1972,BB,234,333,-99,1,-99,-99,0,8,6
11/4/1972,BB,238,279,-99,1,-99,-99,0,35,9
11/4/1972,BB,193,231,-99,5,-99,-99,1,23,19
11/4/1972,BB,197,172,-99,3,-99,-99,0,13,14
12/1/1972,BB,388,100,-99,1,-99,-99,0,11,3
12/1/1972,BB,160,29,-99,1,-99,-99,0,4,1
12/1/1972,BB,391,102,-99,0,-99,-99,0,14,6
9/7/1972,DD,608,84,-99,14,144,-99,148,16,7
9/7/1972,DD,731,144,-99,29,164,-99,150,17,7
9/7/1972,DD,950,130,-99,11,88,-99,116,28,4
9/7/1972,DD,1011,158,-99,13,9,-99,97,27,3
10/7/1972,DD,904,166,-99,11,160,-99,119,7,7
10/7/1972,DD,1002,185,-99,7,77,-99,116,5,4
10/7/1972,DD,781,65,-99,6,64,-99,117,7,4
10/7/1972,DD,845,273,-99,8,84,-99,81,17,0
11/4/1972,DD,369,62,-99,3,91,-99,32,7,5
11/4/1972,DD,418,71,-99,23,116,-99,44,19,4
11/4/1972,DD,385,109,-99,4,101,-99,41,3,2
11/4/1972,DD,347,198,-99,3,30,-99,21,4,3
12/1/1972,DD,380,35,-99,0,20,-99,2,0,2
12/1/1972,DD,417,45,-99,1,20,-99,3,1,2
12/1/1972,DD,322,34,-99,1,6,-99,2,2,1
12/1/1972,DD,442,65,-99,4,5,-99,0,1,1
1/17/1973,BB,219,15,-99,1,-99,-99,0,12,3
1/17/1973,BB,299,19,-99,0,-99,-99,0,16,3
1/17/1973,BB,313,39,-99,0,-99,-99,0,6,3
1/17/1973,BB,248,17,-99,0,-99,-99,0,9,1
2/7/1973,BB,418,27,-99,1,-99,-99,0,25,5
2/7/1973,BB,337,17,-99,0,-99,-99,0,18,0
2/7/1973,BB,412,9,-99,0,-99,-99,0,15,2
2/7/1973,BB,213,4,-99,2,-99,-99,0,17,3
3/16/1973,BB,401,75,-99,2,-99,-99,1,3,1
3/16/1973,BB,313,29,-99,0,-99,-99,0,11,2
3/16/1973,BB,212,18,-99,0,-99,-99,0,12,0
3/16/1973,BB,389,102,-99,0,-99,-99,0,4,2
4/17/1973,BB,410,171,-99,1,-99,-99,0,8,9
4/17/1973,BB,221,249,-99,0,-99,-99,0,7,0
4/17/1973,BB,239,204,-99,0,-99,-99,0,4,9
4/17/1973,BB,257,274,-99,1,-99,-99,0,7,8
5/12/1973,BB,255,20,-99,1,-99,-99,1,20,8
5/12/1973,BB,258,22,-99,2,-99,-99,0,20,2
5/12/1973,BB,167,18,-99,2,-99,-99,0,28,3
5/12/1973,BB,159,5,-99,1,-99,-99,0,20,0
6/14/1973,BB,455,68,-99,1,-99,-99,0,2,1
6/14/1973,BB,517,98,-99,2,-99,-99,0,3,0
6/14/1973,BB,595,169,-99,1,-99,-99,0,6,0
7/12/1973,BB,900,107,-99,0,-99,-99,0,7,3
7/12/1973,BB,654,81,-99,1,-99,-99,0,12,8
7/12/1973,BB,947,204,-99,0,-99,-99,0,37,17
7/12/1973,BB,268,95,-99,13,-99,-99,0,0,26
8/10/1973,BB,812,129,-99,0,-99,-99,0,11,5
8/10/1973,BB,374,153,-99,0,-99,-99,0,29,12
8/10/1973,BB,329,137,-99,0,-99,-99,0,6,5
8/10/1973,BB,617,106,-99,0,-99,-99,0,9,3
9/10/1973,BB,369,94,-99,3,-99,1,1,5,1
9/10/1973,BB,638,99,-99,25,-99,0,3,26,9
9/10/1973,BB,594,136,-99,20,-99,0,0,26,5
9/10/1973,BB,1390,61,-99,43,-99,4,7,75,1
10/8/1973,BB,225,57,-99,1,-99,9,1,38,2
10/8/1973,BB,340,39,-99,4,-99,3,2,33,2
10/8/1973,BB,126,35,-99,0,-99,5,1,23,3
10/8/1973,BB,191,37,-99,0,-99,3,2,23,2
11/8/1973,BB,242,39,-99,1,-99,6,0,15,11
11/8/1973,BB,237,33,-99,3,-99,3,0,14,12
11/8/1973,BB,203,53,-99,11,-99,3,8,32,21
11/8/1973,BB,149,41,-99,0,-99,3,7,22,5
12/6/1973,BB,543,88,-99,5,-99,9,3,36,23
12/6/1973,BB,480,122,-99,6,-99,6,3,44,27
12/6/1973,BB,342,89,-99,9,-99,2,4,38,32
12/6/1973,BB,493,95,-99,6,-99,0,0,46,35
1/17/1973,DD,364,57,-99,2,23,-99,0,1,0
1/17/1973,DD,396,9,-99,0,3,-99,0,4,0
1/17/1973,DD,419,26,-99,2,11,-99,0,1,2
1/17/1973,DD,363,13,-99,2,9,-99,1,1,2
2/7/1973,DD,462,37,-99,1,21,-99,0,2,1
2/7/1973,DD,455,18,-99,1,3,-99,0,1,2
2/7/1973,DD,593,27,-99,0,4,-99,0,1,3
2/7/1973,DD,447,22,-99,0,2,-99,0,4,4
3/16/1973,DD,435,21,-99,3,7,-99,0,1,0
3/16/1973,DD,413,36,-99,2,9,-99,0,0,0
3/16/1973,DD,600,68,-99,0,18,-99,0,0,0
3/16/1973,DD,669,28,-99,0,5,-99,0,0,0
4/17/1973,DD,550,74,-99,6,26,-99,0,1,11
4/17/1973,DD,594,77,-99,1,19,-99,0,0,0
4/17/1973,DD,496,56,-99,1,35,-99,0,0,1
4/17/1973,DD,670,76,-99,0,34,-99,0,0,2
5/12/1973,DD,380,42,-99,2,85,-99,45,5,4
5/12/1973,DD,470,30,-99,5,94,-99,58,11,6
5/12/1973,DD,434,22,-99,6,47,-99,32,14,8
5/12/1973,DD,529,30,-99,1,77,-99,30,4,9
6/14/1973,DD,734,141,-99,1,60,-99,2,7,4
6/14/1973,DD,676,128,-99,4,41,-99,4,3,2
6/14/1973,DD,578,128,-99,4,59,-99,2,1,3
6/14/1973,DD,374,66,-99,2,25,-99,0,4,2
7/12/1973,DD,478,8,-99,0,153,-99,1,11,2
7/12/1973,DD,516,17,-99,0,189,-99,2,18,2
7/12/1973,DD,472,22,-99,0,172,-99,6,7,0
7/12/1973,DD,268,5,-99,1,27,-99,0,0,0
8/10/1973,DD,343,52,-99,1,61,25,14,2,1
8/10/1973,DD,496,42,-99,0,291,53,13,12,1
8/10/1973,DD,707,21,-99,0,179,7,5,3,4
8/10/1973,DD,509,55,-99,0,221,55,23,5,2
9/10/1973,DD,996,101,-99,14,439,106,153,24,13
9/10/1973,DD,1197,66,-99,4,484,96,100,12,2
9/10/1973,DD,1002,59,-99,11,614,65,106,13,8
9/10/1973,DD,1477,116,-99,8,519,82,109,13,11
10/8/1973,DD,856,53,-99,8,153,17,22,3,11
10/8/1973,DD,667,41,-99,1,262,34,19,2,0
10/8/1973,DD,804,67,-99,2,308,18,18,7,8
10/8/1973,DD,648,67,-99,1,359,30,28,2,1
11/8/1973,DD,571,62,-99,0,372,32,59,1,2
11/8/1973,DD,669,52,-99,7,352,13,48,0,6
11/8/1973,DD,565,187,-99,3,247,12,46,4,2
11/8/1973,DD,460,59,-99,0,278,23,47,2,2
12/6/1973,DD,804,39,-99,7,340,147,178,7,3
12/6/1973,DD,734,59,-99,8,258,65,105,12,9
12/6/1973,DD,871,36,-99,5,225,119,138,5,4
12/6/1973,DD,610,46,-99,13,208,30,86,16,7
1/8/1974,BB,472,23,-99,2,-99,1,1,49,7
1/8/1974,BB,550,28,-99,5,-99,0,0,39,2
1/8/1974,BB,500,13,-99,1,-99,2,1,39,5
1/8/1974,BB,899,26,-99,5,-99,1,4,62,14
2/5/1974,BB,508,46,-99,1,-99,0,0,27,1
2/5/1974,BB,428,69,-99,4,-99,0,2,23,4
2/5/1974,BB,371,42,-99,4,-99,0,1,20,2
2/5/1974,BB,483,54,-99,5,-99,0,1,26,6
3/7/1974,BB,898,378,-99,1,-99,0,0,38,79
3/7/1974,BB,545,513,-99,8,-99,0,1,27,56
3/7/1974,BB,427,197,-99,0,-99,0,1,29,23
3/7/1974,BB,472,139,-99,1,-99,0,0,30,12
4/5/1974,BB,252,228,-99,2,-99,0,0,19,87
4/5/1974,BB,320,237,-99,3,-99,0,0,37,47
4/5/1974,BB,300,257,-99,5,-99,0,0,42,43
4/5/1974,BB,261,242,-99,5,-99,0,0,28,47
5/3/1974,BB,253,99,-99,1,-99,0,0,23,1
5/3/1974,BB,414,56,-99,1,-99,0,0,18,8
5/3/1974,BB,108,56,-99,0,-99,0,0,25,7
5/3/1974,BB,286,82,-99,0,-99,0,0,20,1
6/5/1974,BB,271,66,-99,3,-99,2,0,22,4
6/5/1974,BB,387,302,-99,6,-99,0,0,32,5
6/5/1974,BB,306,114,-99,2,-99,0,3,26,7
6/5/1974,BB,431,61,-99,5,-99,0,1,30,1
7/5/1974,BB,560,41,-99,17,-99,0,1,17,13
7/5/1974,BB,388,70,-99,1,-99,0,0,7,3
7/5/1974,BB,804,181,-99,12,-99,0,0,29,14
7/5/1974,BB,1018,80,-99,6,-99,3,1,20,2
8/6/1974,BB,204,40,-99,2,-99,3,0,19,4
8/6/1974,BB,147,65,-99,2,-99,0,0,8,4
8/6/1974,BB,130,40,-99,0,-99,3,0,7,1
8/6/1974,BB,199,36,-99,3,-99,0,0,13,1
9/13/1974,BB,268,165,-99,0,-99,3,0,22,4
9/13/1974,BB,234,104,-99,0,-99,0,0,12,0
9/13/1974,BB,117,69,-99,2,-99,2,0,4,5
9/13/1974,BB,571,33,-99,0,-99,0,5,5,1
10/15/1974,BB,229,12,-99,2,-99,0,0,15,3
10/15/1974,BB,265,27,-99,8,-99,3,2,13,5
10/15/1974,BB,176,60,-99,3,-99,0,0,23,3
10/15/1974,BB,290,70,-99,5,-99,3,0,29,5
11/14/1974,BB,560,117,-99,2,-99,0,2,38,3
11/14/1974,BB,692,164,-99,8,-99,5,1,57,20
11/14/1974,BB,538,138,-99,2,-99,2,1,33,12
11/14/1974,BB,746,175,-99,7,-99,4,0,34,6
12/13/1974,BB,764,103,-99,0,-99,0,0,35,6
12/13/1974,BB,466,77,-99,1,-99,0,0,19,14
12/13/1974,BB,844,46,-99,2,-99,0,0,28,6
12/13/1974,BB,960,99,-99,1,-99,0,0,29,11
1/8/1974,DD,782,122,-99,3,100,21,42,4,2
1/8/1974,DD,368,100,-99,2,114,28,46,3,1
1/8/1974,DD,644,28,-99,1,228,16,61,4,1
1/8/1974,DD,437,143,-99,2,198,16,24,2,2
2/5/1974,DD,656,89,-99,3,98,55,54,8,2
2/5/1974,DD,1035,54,-99,0,521,58,49,3,2
2/5/1974,DD,476,70,-99,3,96,21,15,3,0
2/5/1974,DD,691,32,-99,2,146,8,11,4,1
3/7/1974,DD,582,196,-99,0,229,23,38,2,0
3/7/1974,DD,412,46,-99,0,138,12,30,5,2
3/7/1974,DD,680,77,-99,2,175,15,30,3,2
3/7/1974,DD,464,38,-99,0,177,37,47,3,1
4/5/1974,DD,263,35,-99,0,197,24,30,3,0
4/5/1974,DD,430,46,-99,1,289,49,46,6,2
4/5/1974,DD,459,27,-99,1,166,14,29,3,5
4/5/1974,DD,591,36,-99,1,301,9,26,2,3
5/3/1974,DD,648,73,-99,9,244,74,141,11,5
5/3/1974,DD,603,18,-99,2,340,83,205,9,0
5/3/1974,DD,662,32,-99,1,252,60,116,15,0
5/3/1974,DD,674,60,-99,4,316,74,159,11,5
6/5/1974,DD,687,67,-99,1,342,28,47,4,4
6/5/1974,DD,1219,83,-99,1,724,38,77,8,2
6/5/1974,DD,1371,120,-99,3,341,28,86,8,4
6/5/1974,DD,716,98,-99,3,178,25,47,9,2
7/5/1974,DD,996,88,-99,3,155,13,25,6,3
7/5/1974,DD,912,59,-99,3,277,35,58,5,3
7/5/1974,DD,709,60,-99,1,78,23,32,5,4
7/5/1974,DD,1105,30,-99,0,505,20,34,15,0
8/6/1974,DD,1044,161,-99,0,480,44,85,8,3
8/6/1974,DD,884,49,-99,3,160,7,18,9,2
8/6/1974,DD,1077,142,-99,3,217,30,58,19,2
8/6/1974,DD,1348,189,-99,11,315,33,63,18,5
9/13/1974,DD,821,144,-99,4,288,15,29,5,0
9/13/1974,DD,858,121,-99,3,250,20,41,3,0
9/13/1974,DD,703,49,-99,2,247,21,36,6,0
9/13/1974,DD,1035,122,-99,6,403,13,22,5,1
10/15/1974,DD,608,41,-99,2,494,7,30,2,0
10/15/1974,DD,754,98,-99,2,538,12,28,7,0
10/15/1974,DD,557,69,-99,0,116,3,21,5,0
10/15/1974,DD,783,74,-99,2,360,13,22,3,0
11/14/1974,DD,1253,111,-99,2,138,11,23,5,0
11/14/1974,DD,1123,90,-99,7,168,22,33,4,3
11/14/1974,DD,998,227,-99,3,63,8,26,5,0
11/14/1974,DD,969,96,-99,11,111,20,37,3,0
12/13/1974,DD,851,270,-99,2,306,22,43,5,0
12/13/1974,DD,402,255,-99,3,99,3,9,2,0
12/13/1974,DD,516,316,-99,2,97,5,17,2,0
12/13/1974,DD,556,350,-99,11,55,2,13,6,0
1/9/1975,BB,1032,65,-99,2,-99,3,0,49,7
1/9/1975,BB,882,68,-99,3,-99,0,0,36,14
1/9/1975,BB,2043,70,-99,2,-99,0,0,83,11
1/9/1975,BB,1448,58,-99,0,-99,0,0,45,6
2/10/1975,BB,1917,25,-99,2,-99,0,12,29,2
2/10/1975,BB,3010,88,-99,15,-99,0,60,64,5
2/10/1975,BB,2612,49,-99,6,-99,0,28,47,2
2/10/1975,BB,3027,59,-99,7,-99,0,58,42,3
3/13/1975,BB,3344,43,-99,6,-99,0,19,63,2
3/13/1975,BB,2620,86,-99,4,-99,0,22,56,3
3/13/1975,BB,3228,27,-99,2,-99,0,14,57,1
3/13/1975,BB,2849,58,-99,1,-99,0,19,64,3
4/8/1975,BB,3070,86,-99,5,-99,0,7,52,11
4/8/1975,BB,3581,45,-99,5,-99,0,3,35,6
4/8/1975,BB,3283,56,-99,7,-99,0,5,104,13
4/8/1975,BB,2779,111,-99,8,-99,0,12,68,15
5/9/1975,BB,3631,96,-99,6,-99,0,2,46,18
5/9/1975,BB,2231,37,-99,3,-99,0,0,24,5
5/9/1975,BB,3083,99,-99,16,-99,0,3,62,33
6/5/1975,BB,968,79,-99,8,-99,3,0,22,15
6/5/1975,BB,1050,67,-99,3,-99,0,1,12,7
6/5/1975,BB,765,54,-99,4,-99,0,0,19,3
6/5/1975,BB,991,38,-99,2,-99,0,0,16,5
7/7/1975,BB,1004,50,-99,21,-99,0,4,21,4
7/7/1975,BB,750,119,-99,18,-99,0,3,15,7
7/7/1975,BB,976,46,-99,23,-99,0,3,13,9
7/7/1975,BB,514,116,-99,6,-99,0,4,12,3
8/8/1975,BB,205,5,-99,3,-99,0,0,18,1
8/8/1975,BB,147,12,-99,4,-99,0,0,14,0
8/8/1975,BB,165,16,-99,5,-99,0,0,14,1
8/8/1975,BB,285,53,-99,5,-99,0,0,16,3
9/4/1975,BB,279,7,-99,11,-99,4,2,16,4
9/4/1975,BB,178,14,-99,11,-99,11,0,9,4
9/4/1975,BB,542,65,-99,40,-99,7,0,32,4
9/4/1975,BB,265,20,-99,9,-99,9,0,16,2
10/1/1975,BB,1938,122,-99,18,-99,14,0,11,25
10/1/1975,BB,1105,94,-99,14,-99,5,2,13,23
10/1/1975,BB,1591,65,-99,9,-99,0,0,7,0
10/1/1975,BB,2206,140,-99,18,-99,0,5,9,9
11/4/1975,BB,444,79,-99,0,-99,0,0,13,20
11/4/1975,BB,995,257,-99,20,-99,0,0,16,49
11/4/1975,BB,579,157,-99,0,-99,0,0,43,14
12/2/1975,BB,1319,131,-99,0,-99,0,5,43,11
12/2/1975,BB,1769,83,-99,5,-99,0,2,36,22
12/2/1975,BB,1449,68,-99,5,-99,0,0,18,22
12/2/1975,BB,1292,85,-99,0,-99,0,0,27,13
1/9/1975,DD,922,121,-99,0,226,20,24,8,0
1/9/1975,DD,725,173,-99,2,70,15,17,3,0
1/9/1975,DD,851,109,-99,4,167,13,15,5,0
1/9/1975,DD,1191,163,-99,2,56,14,23,6,0
2/10/1975,DD,1139,158,-99,0,290,14,26,11,0
2/10/1975,DD,1388,54,-99,1,178,6,16,4,0
2/10/1975,DD,1840,70,-99,2,248,8,18,8,1
2/10/1975,DD,1020,83,-99,1,250,3,14,5,0
3/13/1975,DD,1321,175,-99,3,173,28,50,9,0
3/13/1975,DD,983,173,-99,3,169,29,56,7,0
3/13/1975,DD,2028,298,-99,2,386,15,26,9,0
3/13/1975,DD,1233,138,-99,1,152,22,32,3,2
4/8/1975,DD,996,25,-99,2,114,32,20,5,53
4/8/1975,DD,1289,32,-99,2,421,44,20,3,25
4/8/1975,DD,1321,125,-99,3,456,41,34,5,13
4/8/1975,DD,1359,56,-99,1,310,47,28,4,6
5/9/1975,DD,796,43,-99,5,203,9,22,30,16
5/9/1975,DD,984,50,-99,5,179,14,24,18,6
5/9/1975,DD,1076,121,-99,4,322,29,38,11,2
5/9/1975,DD,1215,30,-99,2,281,26,54,7,7
6/5/1975,DD,797,144,-99,8,404,76,346,34,3
6/5/1975,DD,630,95,-99,2,173,86,288,35,2
6/5/1975,DD,676,100,-99,1,755,40,208,1,0
7/7/1975,DD,981,209,-99,2,500,82,107,24,2
7/7/1975,DD,611,223,-99,1,247,68,150,21,0
7/7/1975,DD,488,132,-99,0,208,84,89,5,0
7/7/1975,DD,907,372,-99,4,315,84,60,24,3
8/8/1975,DD,526,698,-99,7,368,41,79,5,4
8/8/1975,DD,749,1057,-99,11,425,32,202,22,1
8/8/1975,DD,553,589,-99,6,177,27,121,13,2
8/8/1975,DD,736,439,-99,14,362,61,207,21,2
9/4/1975,DD,1072,777,-99,2,459,41,110,9,0
9/4/1975,DD,903,272,-99,2,684,45,68,9,0
9/4/1975,DD,1119,281,-99,2,353,56,61,11,0
9/4/1975,DD,932,799,-99,5,306,31,99,5,4
10/1/1975,DD,1155,83,-99,2,290,36,59,13,4
10/1/1975,DD,1006,52,-99,4,320,45,50,2,2
10/1/1975,DD,2044,70,-99,7,139,20,70,5,7
10/1/1975,DD,1402,95,-99,13,470,20,49,4,7
11/4/1975,DD,1566,124,-99,7,556,11,25,5,5
11/4/1975,DD,993,140,-99,5,297,9,38,20,5
11/4/1975,DD,794,346,-99,0,241,34,108,5,0
11/4/1975,DD,1013,185,-99,4,124,11,22,13,2
12/2/1975,DD,1056,216,-99,2,23,11,25,5,2
12/2/1975,DD,1297,450,-99,0,90,18,29,32,0
12/2/1975,DD,936,698,-99,0,167,5,32,5,0
12/2/1975,DD,2019,349,-99,5,281,18,41,20,0
1/2/1976,BB,1377,103,-99,2,-99,0,4,43,22
1/2/1976,BB,966,43,-99,0,-99,0,2,11,34
1/2/1976,BB,1826,86,-99,0,-99,0,4,43,31
1/2/1976,BB,1558,79,-99,4,-99,0,2,38,56
2/3/1976,BB,2706,191,-99,0,-99,0,0,41,25
2/3/1976,BB,3057,36,-99,2,-99,0,2,32,22
2/3/1976,BB,3790,95,-99,2,-99,0,7,40,2
2/3/1976,BB,4632,88,-99,13,-99,0,5,38,47
3/2/1976,BB,6190,126,23,2,-99,0,2,56,20
3/2/1976,BB,6278,99,13,4,-99,0,0,63,5
3/2/1976,BB,5028,133,14,2,-99,0,0,58,5
4/1/1976,BB,3000,130,25,0,-99,0,0,32,2
4/1/1976,BB,3496,54,14,2,-99,0,2,49,5
4/1/1976,BB,3401,86,11,0,-99,0,2,52,5
5/13/1976,BB,2507,41,5,14,-99,0,4,22,45
5/13/1976,BB,2827,61,13,38,-99,0,4,32,47
5/13/1976,BB,3189,59,29,32,-99,0,5,36,99
6/12/1976,BB,4254,36,4,7,-99,0,0,45,22
6/12/1976,BB,3603,40,13,11,-99,0,7,20,22
6/12/1976,BB,2066,59,49,214,-99,5,9,18,32
7/12/1976,BB,2282,43,5,9,-99,0,0,14,7
7/12/1976,BB,1342,38,9,23,-99,4,7,13,11
7/12/1976,BB,1600,61,23,61,-99,4,4,27,52
8/6/1976,BB,840,36,49,45,-99,18,20,83,86
8/6/1976,BB,1249,88,95,90,-99,5,14,56,119
8/6/1976,BB,637,283,128,77,-99,20,22,61,286
9/8/1976,BB,1474,11,29,27,-99,29,9,112,38
9/8/1976,BB,815,61,61,16,-99,23,13,63,11
9/8/1976,BB,655,47,239,50,-99,31,16,68,27
10/7/1976,BB,426,14,34,11,-99,18,13,34,9
10/7/1976,BB,738,29,38,76,-99,22,14,43,11
10/7/1976,BB,790,67,88,49,-99,16,14,31,32
11/9/1976,BB,990,54,160,22,-99,9,5,83,22
11/9/1976,BB,1001,49,88,14,-99,2,2,171,25
11/9/1976,BB,1193,32,101,13,-99,2,2,146,5
12/9/1976,BB,1269,230,293,40,-99,97,40,79,90
12/9/1976,BB,1110,236,140,41,-99,67,43,72,92
12/9/1976,BB,1335,310,223,38,-99,92,41,76,56
1/2/1976,DD,1062,146,-99,0,301,18,32,11,0
1/2/1976,DD,621,31,-99,0,92,11,14,0,0
1/2/1976,DD,1605,218,-99,2,259,18,31,16,2
1/2/1976,DD,898,106,-99,0,212,11,20,14,0
2/3/1976,DD,741,148,-99,0,56,5,31,0,0
2/3/1976,DD,833,94,-99,5,67,4,23,4,0
2/3/1976,DD,833,275,-99,0,23,5,23,7,0
2/3/1976,DD,878,275,-99,0,112,7,67,4,0
3/2/1976,DD,1528,148,-99,2,263,14,40,23,0
3/2/1976,DD,1089,67,-99,0,157,13,23,18,0
3/2/1976,DD,981,124,-99,2,378,13,20,18,0
4/1/1976,DD,1539,124,49,5,171,14,43,77,0
4/1/1976,DD,1467,166,25,0,198,20,20,11,0
4/1/1976,DD,1659,277,23,0,383,16,34,9,5
5/13/1976,DD,236,70,49,14,218,126,61,13,47
5/13/1976,DD,214,54,49,13,243,207,90,16,40
5/13/1976,DD,831,68,11,2,288,58,22,11,20
6/12/1976,DD,331,135,20,13,353,166,92,23,13
6/12/1976,DD,594,223,41,20,531,169,83,20,18
6/12/1976,DD,1368,160,14,4,290,59,25,14,0
7/12/1976,DD,396,99,81,5,320,265,110,31,27
7/12/1976,DD,399,94,25,4,511,223,133,14,14
7/12/1976,DD,831,225,52,4,428,104,81,2,4
8/6/1976,DD,558,266,902,49,529,86,54,38,18
8/6/1976,DD,515,396,279,22,193,65,36,32,11
8/6/1976,DD,518,432,457,34,247,70,77,59,32
9/8/1976,DD,608,74,27,11,216,92,50,95,14
9/8/1976,DD,290,79,29,4,103,52,38,94,5
9/8/1976,DD,525,95,34,31,146,103,43,113,25
10/7/1976,DD,459,140,137,20,86,79,36,32,4
10/7/1976,DD,606,238,124,16,459,220,61,38,7
10/7/1976,DD,689,200,250,40,376,110,90,41,11
11/9/1976,DD,450,29,38,11,315,63,34,43,5
11/9/1976,DD,477,43,38,16,216,65,52,18,5
11/9/1976,DD,498,94,439,5,410,65,34,41,2
12/9/1976,DD,236,68,31,7,18,29,29,14,2
12/9/1976,DD,383,99,59,16,40,68,34,22,4
12/9/1976,DD,428,202,79,18,45,74,63,76,9
1/4/1977,BB,1612,257,342,22,-99,74,49,126,22
1/4/1977,BB,1483,137,579,18,-99,81,63,135,34
1/4/1977,BB,1395,203,525,31,-99,86,83,182,52
2/4/1977,BB,801,16,38,5,-99,56,18,119,2
2/4/1977,BB,1024,61,56,16,-99,56,20,126,2
2/4/1977,BB,1477,65,56,36,-99,99,32,288,5
3/8/1977,BB,1287,225,441,43,-99,29,14,131,23
3/8/1977,BB,1308,178,590,38,-99,16,20,137,20
3/8/1977,BB,1503,268,520,54,-99,18,9,158,22
4/3/1977,BB,1252,104,148,27,-99,23,13,198,9
4/3/1977,BB,1141,110,160,9,-99,32,20,225,5
4/3/1977,BB,1956,133,185,54,-99,27,27,266,23
5/5/1977,BB,1103,236,502,138,-99,134,73,780,42
5/5/1977,BB,1210,242,277,150,-99,83,61,606,18
6/13/1977,BB,1629,392,333,31,-99,76,81,383,18
6/13/1977,BB,1638,133,265,41,-99,52,54,266,0
6/13/1977,BB,1566,337,293,77,-99,68,54,315,7
7/8/1977,BB,1236,200,266,52,-99,54,54,421,16
7/8/1977,BB,1161,126,178,77,-99,72,41,313,9
8/1/1977,BB,822,74,149,61,-99,52,31,380,14
8/1/1977,BB,803,29,160,65,-99,61,32,453,18
8/1/1977,BB,731,13,167,112,-99,72,34,410,13
9/13/1977,BB,452,185,324,99,-99,86,36,229,16
9/13/1977,BB,482,108,274,187,-99,133,36,326,9
9/13/1977,BB,310,182,194,319,-99,88,31,288,29
10/11/1977,BB,497,117,220,36,-99,59,27,196,40
10/11/1977,BB,504,117,167,13,-99,23,14,162,23
10/11/1977,BB,468,34,90,13,-99,50,13,157,16
11/8/1977,BB,812,212,171,77,-99,81,29,319,88
11/8/1977,BB,669,301,200,65,-99,38,4,221,70
11/8/1977,BB,790,167,232,36,-99,65,29,223,70
12/8/1977,BB,1256,65,72,20,-99,65,16,279,85
12/8/1977,BB,1305,140,178,25,-99,63,23,241,106
12/8/1977,BB,1373,83,59,16,-99,34,25,266,70
1/4/1977,DD,428,65,81,2,108,88,61,47,14
1/4/1977,DD,466,50,38,25,112,68,34,58,7
1/4/1977,DD,558,25,38,25,115,106,54,47,90
2/4/1977,DD,261,99,77,23,61,85,72,36,9
2/4/1977,DD,385,65,47,13,279,97,56,61,11
2/4/1977,DD,290,167,61,5,263,157,92,63,4
3/8/1977,DD,342,131,67,22,180,52,45,68,13
3/8/1977,DD,412,239,49,22,166,86,74,99,5
3/8/1977,DD,416,250,54,16,119,94,83,68,9
4/3/1977,DD,741,104,29,11,97,92,23,59,2
4/3/1977,DD,633,83,54,9,79,49,23,83,18
4/3/1977,DD,545,31,45,4,49,72,25,92,5
5/5/1977,DD,574,153,99,16,171,72,47,86,14
5/5/1977,DD,473,103,104,14,77,79,34,77,9
5/5/1977,DD,484,108,90,13,137,95,34,79,11
6/13/1977,DD,376,32,31,0,207,128,218,70,0
6/13/1977,DD,410,29,61,4,448,121,122,104,4
6/13/1977,DD,317,18,22,0,133,83,90,72,0
7/8/1977,DD,624,187,295,13,689,381,113,74,20
7/8/1977,DD,752,153,176,14,516,279,76,85,14
7/8/1977,DD,615,202,252,7,511,221,79,101,14
8/1/1977,DD,781,175,202,11,360,104,47,151,2
8/1/1977,DD,815,250,113,18,270,151,72,112,2
8/1/1977,DD,875,178,189,14,328,65,38,146,25
9/13/1977,DD,689,324,88,4,457,153,77,95,4
9/13/1977,DD,1148,236,155,36,632,173,79,189,2
9/13/1977,DD,592,239,180,5,504,113,76,182,2
10/11/1977,DD,522,263,99,7,326,218,65,155,2
10/11/1977,DD,587,182,113,11,428,130,45,164,7
10/11/1977,DD,590,193,193,18,437,126,50,182,2
11/8/1977,DD,851,324,157,23,597,151,81,131,5
11/8/1977,DD,963,320,194,16,446,79,49,157,7
11/8/1977,DD,1028,313,381,18,569,95,40,184,5
12/8/1977,DD,324,40,5,4,286,32,20,27,0
12/8/1977,DD,301,49,20,9,284,74,40,61,2
12/8/1977,DD,256,34,36,11,263,56,38,72,5
1/12/1978,BB,1180,182,153,25,-99,56,27,247,128
1/12/1978,BB,930,104,95,5,-99,43,25,203,61
1/12/1978,BB,1078,128,193,43,-99,61,40,266,81
2/5/1978,BB,1096,22,122,13,-99,27,31,193,0
2/5/1978,BB,855,49,153,11,-99,74,27,214,11
2/5/1978,BB,1153,56,148,11,-99,70,16,212,20
3/7/1978,BB,1161,72,288,4,-99,45,16,106,11
3/7/1978,BB,1062,101,245,9,-99,40,32,146,7
