DATE,STATION,SAMPLE,SAMTIME,REPLICAT,TSTAGE,STEMP,AIRTEMP,SEDWATER,SSAL,REDOX,COREAREA,COREDIAM,SEDVOL,COREDEPA,COREDEPB,COLLECT,UNIDCAPI,TOTCAPIT,CAPICAPI,HETEFILI,CAPISP01,UNIDCIRR,TOTCIRRA,CAULLESP,THARYXSP,CIRRSP01,UNIDGLYC,TOTGLYCE,GLYCSP01,UNIDGONI,TOTGONIA,GONISP01,UNIDLUMB,TOTLUMBR,LUMBTENU,LUMBSP01,UNIDMAGE,TOTMAGEL,MAGEPHYL,MAGESP01,UNIDNERE,TOTNEREI,NERESUCC,NERESP01,UNIDORBI,TOTORBIN,HAPLROBU,ORBISP01,UNIDPHYL,TOTPHYLL,ETEOHETE,PHYLSP01,UNIDSP01,TOTSPION,SPIONSPA,PARAPINN,POLYDSPI,POLYSPII,PRICIRRI,PRICIRRO,SPIOBOMB,STREBENE,SPIOSP01,SPIOSP02,UNIDSYLL,TOTSYLLI,SYLLSP01,POLYSP01,POLYSP02,POLYSP03,POLYSP04,UNIDPOLY,TOTPOLYC,TOTSPECI,TOTFAMIL,AMPHIPOD,TSHRIMPS,CUMACEAN,ISOPODSA,UNIDCRUS,TOTCRUST,TOTBIVAL,UNIDNEME,OLIGOCHA,SIPUNCUL,SHELGAST,UNIDMISC,TOTMISCE,TOTUNORG,TALLORGA
1/30/1984,BB,76,12:45:00,2,0,10,16,11,24,4,83,10,1250,0,15,RPM,0,238.5542,238.5542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.0362,159.0362,0,79.51805,159.0362,79.51805,0,238.5542,238.5542,0,0,0,0,0,0,0,715.6624,0,397.5903,0,0,0,0,0,318.0723,0,0,79.51805,79.51805,0,79.51805,0,0,0,79.51805,1669.879,8,7,0,0,156.6265,0,0,156.6265,313.253,469.8795,1018.072,78.31323,0,78.31323,1644.578,0,4915.663
2/14/1984,BB,77,12:10:00,1,0,17,16,14,23,4,83,10,1250,0,15,RPM,0,1033.735,1033.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,0,0,0,0,0,0,0,0,0,159.0362,159.0362,0,0,795.1805,0,0,0,0,0,0,79.51805,715.6624,0,0,159.0362,159.0362,0,0,0,0,0,159.0361,2385.542,8,7,0,0,0,0,0,0,78.31323,391.5662,704.819,0,0,0,1096.386,0,4608.434
2/14/1984,BB,77,12:10:00,2,0,17,16,14,23,4,83,10,1250,0,15,RPM,0,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,0,0,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,0,0,0,0,0,0,79.51805,79.51805,0,0,159.0362,0,0,0,0,0,0,79.51805,79.51805,0,0,79.51805,79.51805,0,0,0,0,0,79.51805,556.6265,7,6,78.31323,78.31323,0,0,0,156.6265,78.31323,78.31323,234.9398,78.31323,0,156.6265,548.1928,0,1740.964
3/1/1984,BB,78,13:45:00,1,0,10,7,8,16,6,83,10,1250,0,15,RPM,0,3260.241,3260.241,0,0,0,3737.35,3737.35,0,0,79.51805,79.51805,0,79.51805,79.51805,0,79.51805,79.51805,0,0,0,0,0,0,0,79.51805,79.51805,0,0,556.6265,556.6265,0,0,0,0,0,0,2226.506,0,0,397.5903,0,636.1446,79.51805,79.51805,1033.735,0,0,318.0723,318.0723,0,0,0,0,0,238.5542,10734.94,16,12,0,0,0,0,0,0,0,234.9398,1487.952,78.31323,0,78.31323,1879.518,0,16283.14
3/1/1984,BB,78,13:45:00,2,0,10,7,8,16,6,83,10,1250,0,15,RPM,0,4612.048,4532.53,79.51805,0,0,11450.6,11450.6,0,0,238.5542,238.5542,0,0,0,0,79.51805,79.51805,0,0,0,79.51805,79.51805,0,0,0,0,0,0,874.6987,874.6987,0,0,0,0,0,0,2783.132,0,318.0723,0,0,79.51805,79.51805,79.51805,2226.506,0,0,1431.325,1431.325,0,0,0,0,0,79.51805,21628.91,15,9,0,0,0,0,0,0,391.5662,156.6265,1253.012,313.253,78.31323,156.6265,1957.831,78.31323,30927.71
3/15/1984,BB,79,13:10:00,1,0,18,15,16,15,6,83,10,1250,0,15,RPM,0,874.6987,874.6987,0,0,0,477.1085,477.1085,0,0,79.51805,79.51805,0,0,0,0,0,0,0,0,0,238.5542,238.5542,0,79.51805,79.51805,0,0,79.51805,79.51805,0,0,0,79.51805,79.51805,0,0,238.5542,0,238.5542,0,0,0,0,0,0,0,0,238.5542,238.5542,0,0,0,0,0,159.0361,2544.579,11,11,0,0,0,0,0,0,78.31323,313.253,548.1928,156.6265,0,78.31323,1096.386,0,4813.253
3/15/1984,BB,79,13:10:00,2,0,18,15,16,15,6,83,10,1250,0,15,RPM,0,954.2168,954.2168,0,0,0,477.1085,477.1085,0,0,79.51805,79.51805,0,0,0,0,79.51805,79.51805,0,0,0,79.51805,79.51805,0,0,0,0,0,79.51805,477.1085,397.5903,0,0,79.51805,79.51805,0,0,318.0723,0,318.0723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.51805,2624.097,10,9,0,0,0,0,78.31323,78.31323,0,78.31323,1409.639,0,0,156.6265,1644.578,0,5632.53
3/30/1984,BB,80,13:10:00,1,0,18,15,16,15,5,83,10,1250,0,15,RPM,0,1351.807,1272.289,79.51805,0,0,1431.325,1431.325,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,0,397.5903,397.5903,0,0,0,0,0,0,79.51805,79.51805,0,0,0,0,0,79.51805,556.6265,0,238.5542,0,0,0,0,0,238.5542,0,0,0,0,0,0,0,0,0,0,3896.385,9,6,0,0,0,0,0,0,78.31323,234.9398,156.6265,0,0,0,391.5662,0,5632.53
3/30/1984,BB,80,13:10:00,2,0,18,15,16,15,5,83,10,1250,0,15,RPM,0,1113.253,1033.735,79.51805,0,0,1113.253,1113.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,0,0,0,0,0,238.5542,0,238.5542,0,0,0,0,0,0,0,0,318.0723,318.0723,0,0,0,0,0,0,2862.65,6,5,0,0,0,0,0,0,0,313.253,1487.952,0,78.31323,78.31323,1957.831,0,6246.988
4/17/1984,BB,81,15:05:00,1,-1,15,-9.9,-9.9,28,3,83,10,1250,0,15,RPM,0,7156.624,6918.074,238.5542,0,0,4055.421,4055.421,0,0,79.51805,79.51805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.5542,238.5542,0,0,159.0362,159.0362,0,0,1828.915,0,79.51805,238.5542,0,159.0362,0,79.51805,1272.289,0,0,954.2168,954.2168,0,0,0,0,0,159.0362,14631.32,13,8,78.31323,0,0,0,78.31323,156.6265,234.9398,234.9398,1957.831,313.253,0,391.5662,2897.59,0,23144.58
4/17/1984,BB,81,15:05:00,2,-1,15,-9.9,-9.9,28,3,83,10,1250,0,15,RPM,0,7236.148,6838.557,397.5903,0,0,2067.47,2067.47,0,0,0,0,0,79.51805,79.51805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,0,0,0,0,0,1351.807,0,397.5903,79.51805,0,0,0,79.51805,795.1805,0,0,874.6987,874.6987,0,0,0,0,0,79.51805,11768.68,11,7,156.6265,0,0,78.31323,0,234.9398,234.9398,313.253,1879.518,156.6265,0,704.8192,3054.217,0,19765.06
4/30/1984,BB,82,14:40:00,1,0,25,25,22,25,3,83,10,1250,0,15,RPM,0,3339.759,3021.687,318.0723,0,0,7236.148,7236.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.0362,159.0362,0,0,0,397.5903,397.5903,0,0,477.1085,0,0,0,0,0,0,0,477.1085,0,0,1351.807,1351.807,0,0,0,0,0,0,12961.44,7,6,0,0,0,78.31323,0,78.31323,0,78.31323,861.4456,0,0,391.5662,1331.325,0,18536.15
4/30/1984,BB,82,14:40:00,2,0,25,25,22,25,3,83,10,1250,0,15,RPM,0,4612.048,4373.494,238.5542,0,0,6202.409,6202.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,0,0,0,0,0,0,0,0,0,0,1272.289,0,238.5542,79.51805,0,79.51805,0,0,874.6987,0,0,238.5542,238.5542,0,0,0,0,0,159.0361,12563.85,11,7,0,0,0,234.9398,0,234.9398,0,234.9398,1566.265,626.506,78.31323,0,2506.024,0,19765.06
5/11/1984,BB,83,12:30:00,1,0,24,21,22,26,5,83,10,1250,0,15,RPM,0,2226.506,1828.915,397.5903,0,0,8110.846,8110.846,0,0,0,0,0,0,0,0,0,0,0,0,0,159.0362,159.0362,0,1590.362,1590.362,0,0,159.0362,159.0362,0,0,0,79.51805,79.51805,0,0,1749.397,0,318.0723,0,0,0,0,79.51805,1351.807,0,0,397.5903,397.5903,0,0,0,0,0,0,14472.29,11,8,0,78.31323,0,156.6265,0,234.9398,0,156.6265,1018.072,313.253,0,156.6265,1644.578,0,21096.39
5/11/1984,BB,83,12:30:00,2,0,24,21,22,26,5,83,10,1250,0,15,RPM,0,2624.097,2465.06,159.0362,0,0,5645.783,5645.783,0,0,0,0,0,0,0,0,0,0,0,0,0,238.5542,238.5542,0,2306.024,2306.024,0,0,0,0,0,0,0,0,0,0,0,954.2168,0,79.51805,0,0,0,0,0,874.6987,0,0,0,0,0,0,0,0,0,0,11768.68,7,5,78.31323,0,0,0,0,78.31323,0,0,234.9398,0,0,0,234.9398,0,15566.26
5/25/1984,BB,84,11:00:00,2,0,23,24,22,29,4,83,10,1250,0,15,RPM,477.1085,477.1085,0,0,0,0,159.0362,159.0362,0,0,79.51805,79.51805,0,0,0,0,0,0,0,0,0,0,0,0,556.6265,556.6265,0,0,79.51805,79.51805,0,0,79.51805,79.51805,0,0,0,1669.879,79.51805,0,0,0,0,0,1590.362,0,0,0,79.51805,79.51805,0,0,0,0,0,238.5542,3419.277,11,10,469.8795,0,1174.699,0,0,1644.578,313.253,78.31323,0,0,0,156.6265,234.9398,0,7271.084
5/25/1984,BB,84,11:45:00,1,0,23,24,23,26,3,83,10,1250,0,15,RPM,0,3657.832,3339.759,318.0723,0,0,4850.603,4850.603,0,0,79.51805,79.51805,0,0,0,0,0,0,0,0,0,0,0,0,954.2168,954.2168,0,0,0,0,0,0,0,238.5542,238.5542,0,0,1590.362,0,79.51805,0,0,0,0,0,1510.844,0,0,0,0,0,0,0,0,0,0,11371.09,8,6,0,0,0,0,0,0,0,391.5662,1174.699,0,0,0,1566.265,0,16692.77
5/25/1984,BB,84,11:45:00,2,0,23,24,23,26,3,83,10,1250,0,15,RPM,0,4134.94,3816.868,318.0723,0,0,6520.482,6520.482,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,0,0,0,0,318.0723,318.0723,0,0,0,0,0,0,0,159.0362,159.0362,0,0,1669.879,0,0,0,0,0,0,0,1669.879,0,0,159.0362,159.0362,0,0,0,0,0,159.0361,13200,10,9,0,0,0,78.31323,0,78.31323,0,156.6265,1566.265,0,0,0,1722.891,0,19355.42
6/11/1984,BB,85,13:55:00,1,0,28,31,26,33,1,83,10,1250,0,15,RPM,0,3180.723,3180.723,0,0,0,1908.434,1908.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,0,0,159.0362,159.0362,0,79.51805,1908.434,0,79.51805,0,0,0,1749.397,0,0,0,0,556.6265,556.6265,0,0,0,0,0,79.51805,7872.289,9,7,0,0,0,78.31323,234.9398,313.253,156.6265,78.31323,3210.843,0,0,0,3289.157,0,15054.21
6/11/1984,BB,85,13:55:00,2,0,28,31,26,33,1,83,10,1250,0,15,RPM,0,1828.915,1510.844,318.0723,0,0,3816.868,3816.868,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,0,79.51805,79.51805,0,0,0,0,0,0,0,0,0,0,318.0723,318.0723,0,79.51805,1033.735,0,0,0,0,0,0,0,954.2168,0,0,238.5542,238.5542,0,0,0,0,0,0,7395.181,9,7,0,78.31323,0,78.31323,78.31323,234.9398,0,234.9398,1253.012,0,0,78.31323,1566.265,0,11879.51
6/26/1984,BB,86,13:25:00,1,0,29,27,29,34,4,83,10,1250,0,15,RPM,0,4691.566,4453.012,238.5542,0,0,4293.976,4293.976,0,0,79.51805,79.51805,0,79.51805,79.51805,0,0,0,0,0,0,79.51805,79.51805,0,0,0,0,0,0,0,0,0,0,477.1085,477.1085,0,0,3816.868,0,238.5542,0,0,0,0,0,3578.313,0,0,159.0362,159.0362,0,0,0,0,0,159.0361,13836.15,12,10,0,0,0,0,0,0,156.6265,78.31323,3054.217,0,0,0,3132.53,0,22120.48
6/26/1984,BB,86,13:25:00,2,0,29,27,29,34,4,83,10,1250,0,15,RPM,0,2862.65,2783.132,79.51805,0,0,3578.313,3578.313,0,0,0,0,0,159.0362,159.0362,0,0,0,0,0,0,79.51805,79.51805,0,79.51805,79.51805,0,0,0,0,0,0,0,318.0723,318.0723,0,0,2544.579,0,79.51805,0,0,0,0,0,2465.06,0,0,0,0,0,0,0,0,0,0,9621.685,9,7,0,0,0,0,0,0,156.6265,0,548.1928,0,0,78.31323,626.506,0,13415.66
7/10/1984,BB,87,13:00:00,1,0,27,29,27,35,-99,83,10,1250,0,15,RPM,0,3896.385,3816.868,79.51805,0,0,2385.542,2385.542,0,0,238.5542,238.5542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,0,0,159.0362,159.0362,0,0,4055.421,0,79.51805,0,0,0,0,0,3975.903,0,0,79.51805,79.51805,0,0,0,0,0,0,10893.97,9,7,0,0,78.31323,78.31323,0,156.6265,469.8795,313.253,1409.639,0,0,0,1722.891,0,17102.41
7/10/1984,BB,87,13:00:00,2,0,27,29,27,35,-99,83,10,1250,0,15,RPM,0,3896.385,3737.35,159.0362,0,0,477.1085,477.1085,0,0,0,0,0,79.51805,79.51805,0,0,159.0362,159.0362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,79.51805,3021.687,0,0,0,0,0,0,0,2942.168,0,0,318.0723,318.0723,0,0,0,0,0,79.51805,8110.846,10,8,0,0,0,78.31323,78.31323,156.6265,3837.349,156.6265,1018.072,0,0,0,1174.699,0,17204.82
7/25/1984,BB,88,12:55:00,1,0,28,32,31,32,3,83,10,1250,0,15,RPM,0,397.5903,397.5903,0,0,0,1908.434,1908.434,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,0,477.1085,477.1085,0,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,0,954.2168,0,0,0,0,0,0,0,954.2168,0,0,0,0,0,0,0,0,0,0,3896.385,6,6,0,0,0,0,0,0,0,78.31323,391.5662,0,0,0,469.8795,0,5632.53
7/25/1984,BB,88,12:55:00,2,0,28,32,31,32,3,83,10,1250,0,15,RPM,0,556.6265,477.1085,79.51805,0,0,2067.47,2067.47,0,0,0,0,0,0,0,0,0,159.0362,159.0362,0,0,79.51805,79.51805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1431.325,0,0,0,0,0,0,0,1431.325,0,0,0,0,0,0,0,0,0,0,4293.976,6,5,0,0,0,0,0,0,0,0,704.819,0,0,0,704.819,0,6451.807
8/8/1984,BB,89,13:00:00,1,0,30,31,30,28,-99,83,10,1250,0,15,RPM,0,397.5903,397.5903,0,0,0,2306.024,2306.024,0,0,0,0,0,0,0,0,0,0,0,0,0,238.5542,238.5542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510.844,0,0,0,0,0,0,0,1510.844,0,0,0,0,0,0,0,0,0,0,4453.012,4,4,0,0,0,0,0,0,78.31323,78.31323,939.7589,0,0,0,1018.072,0,7168.675
8/8/1984,BB,89,13:00:00,2,0,30,31,30,28,-99,83,10,1250,0,15,RPM,0,159.0362,159.0362,0,0,0,2942.168,2942.168,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,0,79.51805,79.51805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1828.915,0,0,0,0,0,0,0,1828.915,0,0,0,0,0,0,0,0,0,79.51805,5168.674,6,6,0,0,0,78.31323,0,78.31323,0,0,626.506,0,0,0,626.506,0,7578.314
8/27/1984,BB,90,15:40:00,1,0,29,29,28,35,-99,83,10,1250,0,15,RPM,0,795.1805,795.1805,0,0,0,159.0362,159.0362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.0723,0,159.0362,0,0,0,0,0,159.0362,0,0,0,0,0,0,0,0,0,0,1272.289,4,3,0,0,0,0,0,78.31323,78.31323,0,2662.651,0,0,0,2662.651,0,5325.301
8/27/1984,BB,90,15:40:00,2,0,29,29,28,35,-99,83,10,1250,0,15,RPM,0,715.6624,715.6624,0,0,0,238.5542,238.5542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1749.397,0,79.51805,0,0,0,0,0,1669.879,0,0,79.51805,79.51805,0,0,0,0,0,0,2783.132,5,4,0,0,0,0,0,0,704.819,234.9398,3210.843,0,0,78.31323,3524.097,0,9114.456
9/14/1984,BB,91,17:15:00,1,1,29,32,28,31,2,83,10,1250,0,15,RPM,0,318.0723,318.0723,0,0,0,79.51805,79.51805,0,0,0,0,0,79.51805,79.51805,0,0,79.51805,79.51805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.0723,0,79.51805,0,0,79.51805,0,0,159.0362,0,0,0,0,0,0,0,0,0,0,874.6987,7,5,78.31323,0,0,0,0,78.31323,78.31323,234.9398,1409.639,0,0,0,1644.578,0,3481.928
9/14/1984,BB,91,17:15:00,2,1,29,32,28,31,2,83,10,1250,0,15,RPM,0,715.6624,715.6624,0,0,0,238.5542,238.5542,0,0,0,0,0,238.5542,238.5542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.51805,397.5903,0,79.51805,0,0,0,0,0,238.5542,0,0,0,0,0,0,0,0,0,0,1590.362,6,4,0,0,0,0,0,0,0,0,548.1928,0,0,0,548.1928,0,2765.06
9/21/1984,BB,92,11:53:00,1,0,24,26,24,35,4,83,10,1250,0,15,RPM,0,1749.397,1749.397,0,0,0,874.6987,874.6987,0,0,0,0,0,238.5542,238.5542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.51805,1113.253,0,0,0,0,0,0,0,1033.735,0,0,0,0,0,0,0,0,0,79.51805,4055.421,6,5,156.6265,0,234.9398,0,0,391.5662,313.253,0,2897.59,0,0,234.9398,3132.53,0,10240.96
9/21/1984,BB,92,11:53:00,2,0,24,26,24,35,4,83,10,1250,0,15,RPM,0,1431.325,1272.289,159.0362,0,0,477.1085,477.1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,0,0,0,0,0,0,397.5903,0,79.51805,0,0,0,0,0,318.0723,0,0,0,0,0,0,0,0,0,0,2385.542,6,4,78.31323,0,783.1323,0,0,861.4456,234.9398,0,3289.157,0,78.31323,0,3367.47,0,8909.64
10/5/1984,BB,93,12:49:00,1,0,23,-9.9,22,33,2,83,10,1250,0,15,RPM,0,1669.879,1669.879,0,0,0,1510.844,1510.844,0,0,0,0,0,79.51805,79.51805,0,0,79.51805,79.51805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113.253,0,159.0362,0,0,0,0,0,954.2168,0,0,79.51805,79.51805,0,0,0,0,0,79.51805,4612.048,8,7,0,0,78.31323,234.9398,0,313.253,2036.144,78.31323,861.4456,78.31323,0,0,1018.072,0,10343.37
10/5/1984,BB,93,12:49:00,2,0,23,-9.9,22,33,2,83,10,1250,0,15,RPM,0,1431.325,1431.325,0,0,0,874.6987,874.6987,0,0,0,0,0,159.0362,159.0362,0,0,79.51805,79.51805,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,0,0,0,0,0,0,636.1446,0,79.51805,0,0,0,0,0,556.6265,0,0,0,0,0,0,0,0,0,79.51805,3339.759,8,7,0,0,234.9398,313.253,0,548.1928,3132.53,234.9398,1722.891,0,78.31323,0,2036.144,0,11777.11
10/22/1984,BB,94,14:06:00,1,0,27,27,25,34,3,83,10,1250,0,15,RPM,0,1351.807,1351.807,0,0,0,0,0,0,0,0,0,0,159.0362,159.0362,0,0,0,0,0,0,79.51805,79.51805,0,0,0,0,0,79.51805,79.51805,0,0,0,0,0,0,0,397.5903,0,159.0362,0,0,0,0,0,238.5542,0,0,0,0,0,79.51805,0,0,0,238.5542,2306.024,9,8,0,0,0,0,0,0,4933.735,78.31323,2271.084,0,0,0,2349.398,0,12493.98
10/22/1984,BB,94,14:06:00,2,0,27,27,25,34,3,83,10,1250,0,15,RPM,0,874.6987,874.6987,0,0,0,0,0,0,0,0,0,0,318.0723,318.0723,0,0,79.51805,79.51805,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,0,0,0,0,0,0,238.5542,0,159.0362,0,0,0,0,0,79.51805,0,0,0,0,0,0,0,0,0,0,1590.362,6,5,0,0,0,0,0,0,2584.338,156.6265,1409.639,0,0,0,1566.265,0,7475.904
11/9/1984,BB,95,15:00:00,1,0,20,16,19,34,5,83,10,1250,0,15,RPM,0,2544.579,2544.579,0,0,0,318.0723,318.0723,0,0,79.51805,79.51805,0,79.51805,79.51805,0,79.51805,159.0362,79.51805,0,0,0,0,0,0,0,0,0,397.5903,397.5903,0,0,79.51805,79.51805,0,0,0,556.6265,0,238.5542,0,0,0,0,0,318.0723,0,0,79.51805,79.51805,0,0,0,0,0,159.0361,4453.012,12,11,78.31323,78.31323,0,156.6265,156.6265,469.8795,3993.976,156.6265,2349.398,0,0,78.31323,2584.338,0,14951.81
11/9/1984,BB,95,15:00:00,2,0,20,16,19,34,5,83,10,1250,0,15,RPM,79.51805,874.6987,795.1805,0,0,0,159.0362,159.0362,0,0,0,0,0,79.51805,79.51805,0,79.51805,159.0362,79.51805,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,0,79.51805,79.51805,0,0,0,318.0723,0,0,0,0,79.51805,0,0,238.5542,0,0,79.51805,79.51805,0,0,0,0,0,79.51805,1908.434,12,9,0,0,0,0,156.6265,156.6265,861.4456,78.31323,2740.964,0,0,0,2819.277,0,7475.904
12/6/1984,BB,97,12:35:00,1,0,12,10,12,34,4,83,10,1250,0,15,RPM,0,2942.168,2942.168,0,0,0,0,0,0,0,0,0,0,79.51805,79.51805,0,159.0362,159.0362,0,0,0,0,0,0,0,0,0,0,1431.325,1431.325,0,0,0,0,0,0,0,1431.325,0,318.0723,0,0,0,0,0,1113.253,0,0,79.51805,79.51805,0,0,0,0,0,397.5903,6520.482,11,9,234.9398,0,78.31323,78.31323,313.253,704.819,12451.81,313.253,1957.831,0,78.31323,0,2349.398,0,28674.7
12/6/1984,BB,97,12:35:00,2,0,12,10,12,34,4,83,10,1250,0,15,RPM,0,1908.434,1908.434,0,0,0,0,0,0,0,79.51805,79.51805,0,159.0362,159.0362,0,238.5542,238.5542,0,0,0,0,0,0,0,0,0,0,1510.844,1510.844,0,0,0,0,0,0,0,1272.289,0,0,79.51805,0,159.0362,0,0,1033.735,0,0,318.0723,318.0723,0,0,0,0,0,397.5903,5884.338,13,11,313.253,0,0,0,78.31323,391.5662,10337.35,156.6265,5873.494,78.31323,0,548.1927,6656.624,0,30313.25
12/20/1984,BB,98,13:27:00,1,0,17,25,18,34,7,83,10,1250,0,15,RPM,0,6043.374,6043.374,0,0,0,159.0362,159.0362,0,0,79.51805,79.51805,0,0,0,0,159.0362,159.0362,0,0,0,0,0,0,0,0,0,0,2306.024,2306.024,0,0,79.51805,79.51805,0,0,79.51805,795.1805,0,159.0362,79.51805,0,0,0,0,477.1085,0,0,79.51805,79.51805,0,238.5542,0,0,0,318.0723,10019.28,13,10,234.9398,0,78.31323,78.31323,313.253,704.819,10963.86,391.5662,1331.325,0,156.6265,234.9398,2114.458,0,30927.71
12/20/1984,BB,98,13:27:00,2,0,17,25,18,34,7,83,10,1250,0,15,RPM,0,3498.795,3498.795,0,0,0,477.1085,477.1085,0,0,0,0,0,79.51805,79.51805,0,318.0723,477.1085,159.0362,0,0,79.51805,79.51805,0,0,0,0,0,1510.844,1510.844,0,0,0,0,0,0,0,954.2168,0,159.0362,79.51805,0,0,0,0,715.6624,0,0,159.0362,159.0362,0,238.5542,0,0,0,238.5542,7474.698,11,9,0,78.31323,0,0,0,78.31323,6500,234.9398,2349.398,78.31323,156.6265,469.8795,3289.157,0,22530.12
1/3/1984,DD,74,14:05:00,1,0,7,10,8,35,4,83,10,1250,0,15,RPM,0,0,0,0,0,337.3494,337.3494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.9398,134.9398,0,67.46986,67.46986,0,0,0,0,0,0,67.46986,67.46986,0,0,0,0,0,0,0,0,0,0,404.8193,404.8193,0,0,0,0,0,1754.217,2766.265,14,11,1718.072,0,0,0,0,1718.072,74.69878,74.69878,0,0,0,0,74.69878,0,6122.891
1/3/1984,DD,74,14:05:00,2,0,7,10,8,35,4,83,10,1250,0,15,RPM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.46986,67.46986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.9398,0,0,0,0,0,0,134.9398,0,0,0,0,0,0,202.4096,0,0,0,472.2892,674.6986,6,5,1045.783,0,0,0,0,1045.783,74.69878,298.7952,0,74.69878,0,74.69878,448.1928,0,2875.904
1/16/1984,DD,75,12:30:00,1,0,5,9,7,34,5,83,10,1250,0,15,RPM,134.9398,134.9398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.46986,67.46986,0,0,0,0,0,0,67.46986,67.46986,0,0,0,0,0,0,0,202.4096,134.9398,0,0,0,0,0,67.46986,0,0,0,269.8795,269.8795,0,0,0,0,0,607.2287,1349.398,8,6,224.0964,0,0,0,0,224.0964,0,0,0,0,0,0,0,0,2133.735
1/16/1984,DD,75,12:30:00,2,0,5,9,7,34,5,83,10,1250,0,15,RPM,67.46986,67.46986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.9398,134.9398,0,0,0,0,0,0,0,269.8795,67.46986,0,67.46986,0,0,0,134.9398,0,0,0,67.46986,67.46986,0,0,0,0,0,1349.398,1889.157,10,6,1195.181,0,74.69878,0,0,1269.88,74.69878,149.3976,0,74.69878,0,0,224.0964,0,4545.783
1/30/1984,DD,76,12:15:00,1,0,10,14,10,27,4,83,10,1250,0,15,RPM,67.46986,134.9398,0,67.46986,0,67.46986,67.46986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.46986,1146.988,0,0,0,0,0,0,1079.518,0,0,0,0,0,0,0,0,0,0,202.4096,1551.807,6,4,373.494,0,0,0,0,373.494,149.3976,74.69878,0,0,0,0,74.69878,0,2875.904
1/30/1984,DD,76,12:15:00,2,0,10,14,10,27,4,83,10,1250,0,15,RPM,0,134.9398,0,134.9398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.3494,134.9398,0,0,0,0,0,202.4096,0,0,0,0,0,0,472.2892,0,0,0,742.1687,1214.458,5,4,373.494,0,0,0,0,373.494,149.3976,74.69878,0,0,0,0,74.69878,0,2412.048
